"lnp_id","size_nm","charge_mV","peg_mol_percent","ionizable_lipid_fraction","cholesterol_fraction","helper_lipid_fraction","targeting_ligand"
"LNP_0024",149.42697766237,-9.25260070245713,0.257903594337404,0.555807343269417,0.350995390413906,0.0931972663166776,0
"LNP_0025",115.570579911582,0.376098467968404,0.424494939856231,0.58258254117628,0.297731865694883,0.119685593128837,1
"LNP_0026",120.853046816774,3.58026831410825,0.227425237558782,0.416826286382332,0.353930556983544,0.229243156634124,1
"LNP_0027",104.406602471136,8.06467120535672,0.332578935287893,0.423090835018333,0.452091295746258,0.124817869235409,1
"LNP_0028",109.414202044718,-9.48946603108197,0.282195583172142,0.515606145134976,0.414490143206799,0.0699037116582253,1
"LNP_0029",78.915973729454,9.78156541474164,0.207521379925311,0.524799096430819,0.342295895757037,0.132905007812144,0
"LNP_0030",64.7113647311926,-3.94224750809371,0.322070881910622,0.407703176833876,0.398528991880257,0.193767831285867,1
"LNP_0031",146.302423253655,8.78276801202446,0.192492353729904,0.506856184194743,0.331184450570595,0.161959365234662,1
"LNP_0032",140.229904511943,3.75215163454413,0.317293159198016,0.512602052182472,0.357786574943764,0.129611372873764,0
"LNP_0033",119.070527842268,-1.05926010292023,0.279028056468815,0.526103895980711,0.336834552725656,0.137061551293632,0
"LNP_0034",129.546741768718,6.32956277579069,0.152115254756063,0.519415185285425,0.337358332467505,0.143226482247071,0
"LNP_0035",52.461368450895,-9.21001604292542,0.348690393101424,0.496404784370808,0.296798810710729,0.206796404918463,1
"LNP_0036",97.7795971091837,4.78063371032476,0.319197713304311,0.472191519768515,0.454789225994785,0.0730192542366995,0
"LNP_0037",125.845953752287,-3.02561012562364,0.159697685483843,0.471513046317991,0.396059978227667,0.132426975454342,0
"LNP_0038",71.6407935833558,6.58501646947116,0.323818347696215,0.401726627618957,0.433501835292434,0.164771537088609,0
"LNP_0039",81.8181007634848,0.710827833972871,0.270754230581224,0.483593431453983,0.366676960862261,0.149729607683756,0
"LNP_0040",73.1625785352662,-4.50909272767603,0.279092039354146,0.445354897198398,0.378783270643247,0.175861832158354,1
"LNP_0041",64.2800022382289,6.01896423846483,0.433317908644676,0.415713935346021,0.38705494368007,0.197231120973909,0
"LNP_0042",91.4546335814521,-8.16710610408336,0.387834913097322,0.602822754005459,0.316125916766126,0.0810513292284159,0
"LNP_0043",91.3724326295778,6.64215548429638,0.282754702214152,0.465704272689068,0.362700247305678,0.171595480005254,0
"LNP_0044",86.884545092471,-4.46289855055511,0.308505705185235,0.462926571159543,0.381640265519021,0.155433163321436,0
"LNP_0045",65.2444747742265,5.06220199167728,0.19698283104226,0.471031991105593,0.393649153992332,0.135318854902075,0
"LNP_0046",63.880606344901,9.28305140230805,0.130344333872199,0.404419268399769,0.415998180820422,0.17958255077981,1
"LNP_0047",73.3034099452198,-8.3706687996164,0.25651803649962,0.410511370866121,0.466896480137307,0.122592148996572,0
"LNP_0048",96.5962450252846,7.08729492966086,0.105243286397308,0.485606644526598,0.308478752080757,0.205914603392645,1
"LNP_0049",76.5972640365362,6.0447643417865,0.446999787446111,0.570445301968376,0.295053377636169,0.134501320395455,0
"LNP_0050",135.782771534286,-2.29652790818363,0.497046269476414,0.5829056961992,0.339324719856376,0.0777695839444234,1
"LNP_0051",54.5831166673452,-3.44805201981217,0.38354215528816,0.539014018914729,0.334879829793473,0.126106151291798,0
"LNP_0052",94.2200074205175,-5.90122594032437,0.430686196126044,0.520627549686695,0.376806109422513,0.102566340890792,0
"LNP_0053",129.892484564334,1.38765325304121,0.456758507806808,0.455160795748156,0.42215317523909,0.122686029012754,1
"LNP_0054",62.189925997518,7.76110380887985,0.315764293074608,0.532278847052711,0.335012637484101,0.132708515463188,0
"LNP_0055",106.094798375852,0.594281828962266,0.322125436738133,0.423860856117254,0.411283064814853,0.164856079067893,0
"LNP_0056",70.653138961643,1.73917313572019,0.210575953498483,0.511674870439076,0.328180664879609,0.160144464681315,1
"LNP_0057",62.7531650243327,3.31470285076648,0.363679170329124,0.509604205644401,0.374436498754448,0.115959295601151,0
"LNP_0058",125.330786430277,0.597849171608686,0.197374096978456,0.464432108740197,0.448612618764091,0.0869552724957116,1
"LNP_0059",139.50453591533,0.196857987903059,0.215306481905282,0.460776373735029,0.414854539164513,0.124369087100457,1
"LNP_0060",87.4462775886059,-9.67679038178176,0.386312383413315,0.560056841829426,0.360392542751438,0.0795506154191367,1
"LNP_0061",116.511519462802,-9.04580030124635,0.391013453248888,0.596791156971766,0.297450803968802,0.105758039059432,1
"LNP_0062",59.4840660924092,8.58701365068555,0.16921721547842,0.416283259180857,0.40865872470055,0.175058016118593,0
"LNP_0063",88.3969637798145,5.38571077398956,0.222524503525347,0.530603964549899,0.357634712586137,0.111761322863964,1
"LNP_0064",77.438364457339,-5.97838767804205,0.247962910681963,0.432196958046118,0.44505412611856,0.122748915835322,0
"LNP_0065",131.464003887959,3.00523000769317,0.131088621728122,0.539990463458177,0.322658780309605,0.137350756232218,0
"LNP_0066",94.8516341391951,3.07533364742994,0.385260075516999,0.478430011157797,0.307832555612139,0.213737433230064,1
"LNP_0067",131.00643530488,-2.09492477122694,0.320369091629982,0.509160024541382,0.421751345242357,0.0690886302162614,0
"LNP_0068",131.238950951956,6.24609657097608,0.154346158541739,0.589306974018127,0.311823030162425,0.0988699958194477,1
"LNP_0069",129.434232111089,0.94046835321933,0.489665477629751,0.438603468472169,0.48749160459693,0.0739049269309014,1
"LNP_0070",93.9831687603146,7.7026530308649,0.324785263556987,0.481334164235505,0.371229606957688,0.147436228806806,0
"LNP_0071",125.447515863925,1.06627975124866,0.415363752655685,0.514057068585655,0.337953981772417,0.147988949641928,1
"LNP_0072",112.922113155946,8.1209622323513,0.439565633703023,0.388127761244242,0.470629005964328,0.14124323279143,1
"LNP_0073",121.018240135163,1.74922734033316,0.451216709893197,0.532364673457277,0.361220738488052,0.106414588054672,0
"LNP_0074",50.0624773325399,-1.53072698041797,0.420190549548715,0.495180959303029,0.371732865951869,0.133086174745102,0
"LNP_0075",97.5316574098542,8.99170645978302,0.356059394590557,0.441662347790386,0.474988641195986,0.0833490110136278,0
"LNP_0076",72.0118885161355,4.18075806926936,0.351571104303002,0.539378393324061,0.405667099530294,0.0549545071456451,1
"LNP_0077",87.9816537722945,-1.73389183823019,0.20856360187754,0.467034795311028,0.463078981713432,0.0698862229755401,0
"LNP_0078",111.277100327425,-9.63271832559258,0.111975930165499,0.540010102225269,0.387400710200507,0.0725891875742238,1
"LNP_0079",85.1797909243032,1.33468165528029,0.267945685982704,0.430720612426444,0.460881131679279,0.108398255894277,1
"LNP_0080",61.1135424347594,-0.198730938136578,0.24217386841774,0.528099444345447,0.289141429274323,0.18275912638023,1
"LNP_0081",74.3619472719729,7.5734804244712,0.256932501588017,0.537250366453128,0.293735003849609,0.169014629697263,1
"LNP_0082",116.805558744818,6.25705375801772,0.16877473294735,0.449627949436665,0.471997678371341,0.0783743721919944,0
"LNP_0083",91.7646779678762,7.08199955057353,0.227856847736985,0.401150983881274,0.40159674687564,0.197252269243086,1
"LNP_0084",128.819583402947,-2.64208104461432,0.265422025695443,0.522911409115419,0.377709430978476,0.0993791599061049,0
"LNP_0085",60.2864644257352,7.47899825684726,0.403734278678894,0.542939193299709,0.336615228777489,0.120445577922802,0
"LNP_0086",93.4892741497606,-6.97323657106608,0.208756082039326,0.496918669074808,0.37099141638391,0.132089914541282,0
"LNP_0087",148.495697998442,-4.36376660596579,0.146232982818037,0.494339868313401,0.320789377279891,0.184870754406708,1
"LNP_0088",139.305111439899,3.33410315681249,0.111734645999968,0.418897211472726,0.419237391765336,0.161865396761938,0
"LNP_0089",138.646906078793,9.54767153598368,0.422742119152099,0.470403192818061,0.396133284243799,0.133463522938139,0
"LNP_0090",67.5052650272846,1.65479473304003,0.292050574626774,0.509572563725722,0.364921802242281,0.125505634031997,0
"LNP_0091",63.0695691565052,0.531801590695977,0.422499176114798,0.570619913598039,0.292134981431764,0.137245104970197,1
"LNP_0092",115.310192503966,-8.78435550257564,0.131602272670716,0.543735165702823,0.295056819521303,0.161208014775875,1
"LNP_0093",84.3516472261399,9.38077727332711,0.146134963817894,0.553887788344413,0.290459128924618,0.155653082730969,0
"LNP_0094",115.67581279669,-7.59525742847472,0.151766515802592,0.608185135107537,0.311743095104664,0.0800717697877989,0
"LNP_0095",82.0373242488131,-8.2327339798212,0.395499416813254,0.52494982877831,0.379286939935796,0.0957632312858943,1
"LNP_0096",68.7691119266674,7.61528229806572,0.402839413378388,0.3909207501613,0.422249134045494,0.186830115793206,1
"LNP_0097",128.229430131614,0.167412594892085,0.496982123423368,0.468883084273227,0.416302698395389,0.114814217331384,0
"LNP_0098",59.359498671256,-3.25010005384684,0.349821194913238,0.441204599166456,0.372523691057557,0.186271709775987,0
"LNP_0099",96.677904156968,7.88669250905514,0.215476043429226,0.50384164287392,0.333593647893113,0.162564709232966,0
"LNP_0100",101.150545990095,-9.36056743841618,0.179964709747583,0.54185791397923,0.337171506839879,0.120970579180891,0
"LNP_0101",109.998895926401,-5.25540605187416,0.420367139484733,0.525687293721337,0.387687653039205,0.0866250532394586,0
"LNP_0102",83.2823540316895,3.72980702202767,0.391105084121227,0.451161832335164,0.379532254264412,0.169305913400424,1
"LNP_0103",98.8613033667207,-5.48363153357059,0.186819189880043,0.484086029117746,0.391819113913739,0.124094856968515,0
"LNP_0104",145.44738274999,-3.63010823726654,0.397695402149111,0.470144669069242,0.374962968439821,0.154892362490938,1
"LNP_0105",98.29023971688,-6.52032366488129,0.446661483310163,0.547673005718966,0.383906036644119,0.0684209576369152,0
"LNP_0106",139.035022212192,6.02859167382121,0.311762302555144,0.436096103141122,0.474986231997217,0.0889176648616612,0
"LNP_0107",141.443818691187,-7.074358840473,0.339455418754369,0.569578806304054,0.284473505049464,0.145947688646482,1
"LNP_0108",110.873498232104,6.45434783305973,0.475052932929248,0.508899608987062,0.387296699705537,0.103803691307401,0
"LNP_0109",91.0689776530489,-3.3800434274599,0.480289639346302,0.466218533053709,0.394831297601722,0.138950169344569,1
"LNP_0110",64.7094690939412,-2.51661224290729,0.364212920516729,0.461986430140889,0.412676152199454,0.125337417659658,0
"LNP_0111",143.529980327003,2.59490847587585,0.128914632368833,0.46838988595311,0.377264999556786,0.154345114490104,0
"LNP_0112",80.1228899974376,-8.06732513941824,0.430532631464303,0.567023421442821,0.326005156387714,0.106971422169465,0
"LNP_0113",56.0720571549609,-9.56012569367886,0.291817631199956,0.565832969038642,0.353443172509204,0.0807238584521542,1
"LNP_0114",144.772694003768,9.86089560668916,0.256491513364017,0.565310805693616,0.330229547079278,0.104459647227105,1
"LNP_0115",122.059627342969,1.67877691332251,0.219649110268801,0.551025709618178,0.327519366553389,0.121454923828434,0
"LNP_0116",64.2294295597821,5.63646130263805,0.197723299823701,0.496300128746222,0.32542639776826,0.178273473485518,1
"LNP_0117",104.928465606645,7.83792245201766,0.268724052701145,0.512085490615871,0.410537054443224,0.077377454940905,0
"LNP_0118",145.409123855643,5.09730907157063,0.475108070764691,0.52622508876136,0.307391793346845,0.166383117891795,1
"LNP_0119",108.548335311934,9.58407460246235,0.205794046632946,0.470305722903848,0.401716512932248,0.127977764163904,1
"LNP_0120",90.4510281747207,-9.11705864127725,0.327427501603961,0.400902903483093,0.411626769702675,0.187470326814232,0
"LNP_0121",114.789347932674,8.06801769416779,0.180873827077448,0.360817133938341,0.447702518798985,0.191480347262674,0
"LNP_0122",81.9820617092773,7.31001628097147,0.177122250758111,0.438751254257551,0.471351204836693,0.089897540905756,0
"LNP_0123",80.7720010867342,5.50815182738006,0.387444698065519,0.476860141809922,0.397488630440793,0.125651227749285,1
"LNP_0124",71.9767631264403,-2.46367166284472,0.225407158210874,0.546867023095595,0.296752285272456,0.156380691631949,1
"LNP_0125",86.9488865835592,-9.1578390263021,0.155356050934643,0.442772611194473,0.401365352092468,0.155862036713058,0
"LNP_0126",148.421920347027,-2.71177836693823,0.123212279099971,0.596024090400807,0.27000696282257,0.133968946776624,1
"LNP_0127",65.4202300822362,-4.52497460413724,0.47243985645473,0.495705326794892,0.420238884936402,0.084055788268706,1
"LNP_0128",59.1043999884278,7.00934961438179,0.327335204835981,0.480067614963722,0.429322135179755,0.0906102498565223,0
"LNP_0129",64.1906907781959,-2.75196575094014,0.147108144219965,0.536162306227207,0.359842365737148,0.103995328035645,0
"LNP_0130",119.000710151158,-3.91044418793172,0.325917792599648,0.537668875140451,0.409119766402697,0.0532113584568521,1
"LNP_0131",111.925648339093,5.18270678818226,0.316102473158389,0.558678043654491,0.288117622935703,0.153204333409806,0
"LNP_0132",139.139411714859,6.89669248647988,0.427873007394373,0.49394221554223,0.338020219466188,0.168037564991583,1
"LNP_0133",117.299909261055,-0.841568778268993,0.38119180155918,0.555363743915647,0.338281021338369,0.106355234745984,1
"LNP_0134",123.707773792557,4.592633289285,0.327099349442869,0.562177264013797,0.306424662351579,0.131398073634624,0
"LNP_0135",102.113572577946,-7.91842727921903,0.388523706514388,0.56411198777368,0.380019649692243,0.0558683625340766,0
"LNP_0136",115.983844967559,-5.60033644549549,0.400977685395628,0.572908308036145,0.362362631821846,0.0647290601420089,0
"LNP_0137",132.18054601457,9.07902495469898,0.252569038700312,0.42728886379098,0.372856369485368,0.199854766723653,0
"LNP_0138",128.628155170009,5.04075082484633,0.215204112511128,0.427690504451281,0.425465668186726,0.146843827361993,0
"LNP_0139",147.98219173681,6.37910766527057,0.3126733308658,0.391294316594983,0.457604352498256,0.151101330906761,0
"LNP_0140",93.9431536244228,-1.64445796515793,0.203858428541571,0.537716976281056,0.345643035436697,0.116639988282247,1
"LNP_0141",81.170220207423,1.87676986213773,0.432716127112508,0.438773974181599,0.454307172924857,0.106918852893543,1
"LNP_0142",90.9474952612072,5.97647115588188,0.262145553901792,0.538326183405699,0.276448678559545,0.185225138034756,0
"LNP_0143",51.0467111831531,7.76817300822586,0.129052770230919,0.591749095684397,0.349964988181249,0.0582859161343536,0
"LNP_0144",68.384952400811,-2.29616813361645,0.481503449846059,0.635146305455294,0.281821798563881,0.0830318959808256,0
"LNP_0145",134.2729318887,-8.19355831481516,0.186873513180763,0.494970350068393,0.297477564400422,0.207552085531185,0
"LNP_0146",73.1161782052368,2.51487274188548,0.262250106688589,0.570819618744869,0.263329327633115,0.165851053622016,0
"LNP_0147",73.9099955651909,4.91272434592247,0.350267326179892,0.519157798473837,0.29082720393817,0.190014997587993,0
"LNP_0148",57.6691165333614,-8.29243085347116,0.351361921522766,0.577163088606467,0.332391644814403,0.0904452665791299,1
"LNP_0149",74.5723678031936,-3.98964777588844,0.231295465677977,0.465961151375302,0.391401758424996,0.142637090199703,0
"LNP_0150",123.213520552963,2.29124314617366,0.155563796777278,0.453255698005134,0.473188359502969,0.0735559424918964,0
"LNP_0151",134.745316510089,5.05864115897566,0.46586286816746,0.463358284922484,0.348373498063169,0.188268217014348,1
"LNP_0152",99.7527267085388,8.3411426609382,0.339646386913955,0.45908633788119,0.383356829349429,0.15755683276938,1
"LNP_0153",88.7909029843286,-0.484989886172116,0.399842838384211,0.433950636910407,0.384746412908648,0.181302950180945,0
"LNP_0154",74.6448994148523,1.34238932281733,0.467581898067147,0.571680562570489,0.362003970861303,0.0663154665682077,0
"LNP_0155",61.1096461303532,4.73240692168474,0.311506158392876,0.466126709027423,0.421622724180295,0.112250566792282,0
"LNP_0156",88.9994435245171,7.14894848875701,0.248791498411447,0.515467101344457,0.333131396217351,0.151401502438192,0
"LNP_0157",107.193531398661,8.18293008953333,0.126323328446597,0.46022383499512,0.413415539191818,0.126360625813062,0
"LNP_0158",71.6892762808129,-8.87235549278557,0.441747969482094,0.500113012469091,0.362990673801519,0.136896313729391,0
"LNP_0159",94.476800202392,0.0581660820171237,0.30416452055797,0.5109793424211,0.410971489572261,0.078049168006639,0
"LNP_0160",71.799066872336,-2.98910453915596,0.183999223448336,0.532688068240611,0.322373801907196,0.144938129852193,1
"LNP_0161",100.229956326075,6.91112245898694,0.250337374676019,0.515839082788464,0.406717816615212,0.077443100596324,0
"LNP_0162",85.3904571849853,6.12870327662677,0.182946199923754,0.495493046197867,0.379085035443225,0.125421918358908,0
"LNP_0163",114.998515881598,-7.653375454247,0.283696326892823,0.438602619451913,0.393852895946518,0.167544484601569,1
"LNP_0164",87.4713956611231,4.25373109988868,0.196600900031626,0.521985872583448,0.399551827082992,0.0784623003335604,0
"LNP_0165",85.5445380788296,-5.29462283942848,0.14747612895444,0.534324871190036,0.360188127952171,0.105487000857793,0
"LNP_0166",103.368794545531,-8.50086497608572,0.128987659886479,0.427782895564234,0.427105668749955,0.145111435685811,1
"LNP_0167",124.033436039463,8.71292294468731,0.376395939942449,0.611225949440988,0.271225880562546,0.117548169996466,1
"LNP_0168",72.1102937823161,-6.85664349701256,0.214783047698438,0.435874566019045,0.436249713910259,0.127875720070696,0
"LNP_0169",91.274611861445,2.94114700052887,0.159764998219907,0.468484509790862,0.409996032057004,0.121519458152134,0
"LNP_0170",76.5686686849222,-6.52964507695287,0.488972803670913,0.50917606551482,0.407420053077333,0.0834038814078471,0
"LNP_0171",112.997305346653,-9.59851981606334,0.26420575613156,0.600008915190201,0.334760125573846,0.0652309592359534,1
"LNP_0172",68.3828490786254,0.426276926882565,0.260725541692227,0.541512860629409,0.37572038321202,0.0827667561585712,0
"LNP_0173",136.364411143586,-8.27444213442504,0.359422539453954,0.440578513879859,0.351571250155847,0.207850235964294,0
"LNP_0174",124.656800413504,-4.33995307888836,0.466522295866162,0.568745577033124,0.355582012846813,0.0756724101200623,1
"LNP_0175",116.828464972787,-1.59130197949708,0.186664855573326,0.457978931265151,0.47227188358147,0.0697491851533791,0
"LNP_0176",111.801787326112,1.74556248355657,0.319199548754841,0.620558547381224,0.313916978688472,0.0655244739303036,0
"LNP_0177",87.2238060226664,6.13388859201223,0.388020183146,0.529130848651279,0.346890109531985,0.123979041816737,1
"LNP_0178",102.983568585478,-5.96009582281113,0.258898402098566,0.460076118534873,0.378735689552947,0.16118819191218,0
"LNP_0179",137.468234286644,-0.811506565660238,0.137600557040423,0.585137348344757,0.299348882033279,0.115513769621964,1
"LNP_0180",108.175009978004,-1.03713772259653,0.353958562016487,0.445144173552853,0.43156519854507,0.123290627902077,1
"LNP_0181",133.976776478812,4.67495516408235,0.100991524104029,0.422734369150507,0.460611993543816,0.116653637305677,0
"LNP_0182",81.2448164913803,4.29509621113539,0.184209295921028,0.499901064260541,0.394125487315333,0.105973448424126,1
"LNP_0183",120.829032221809,6.62443957757205,0.371609123796225,0.576043190533146,0.242057778997691,0.181899030469164,0
"LNP_0184",76.5017806086689,7.73132241796702,0.446475652139634,0.447954504289931,0.355642621270804,0.196402874439265,0
"LNP_0185",109.434319403954,9.05289147980511,0.419878846220672,0.470242062932102,0.429299686561293,0.100458250506605,0
"LNP_0186",98.1289800489321,1.01233443710953,0.153998559340835,0.463687385701895,0.33033774675965,0.205974867538455,1
"LNP_0187",76.503273146227,0.446715322323143,0.254999303072691,0.489719771258062,0.426336901896178,0.0839433268457607,0
"LNP_0188",106.459043477662,-6.58603489398956,0.415388771612197,0.458184175459626,0.366475472889523,0.17534035165085,0
"LNP_0189",141.318822302856,-0.414568800479174,0.377165466640145,0.596367446892703,0.337210880830664,0.0664216722766336,0
"LNP_0190",140.187438949943,-4.92358407005668,0.337709188554436,0.496089293355716,0.336666365141021,0.167244341503263,1
"LNP_0191",77.4166621500626,-9.2043872596696,0.149543060548604,0.503494549245838,0.409608563184552,0.0868968875696104,0
"LNP_0192",82.1482756407931,2.69601019565016,0.322031241096556,0.492451268021807,0.377697105756558,0.129851626221634,1
"LNP_0193",148.564088437706,0.791218280792236,0.279764555115253,0.478535993522198,0.442743746958372,0.0787202595194299,0
"LNP_0194",111.999331018887,-7.19792900141329,0.406466611474752,0.497815466110091,0.381709763201996,0.120474770687914,1
"LNP_0195",143.731408915482,-4.32576446328312,0.110439088661224,0.497379910609199,0.371209661643347,0.131410427747454,1
"LNP_0196",96.6532702324912,1.66061190422624,0.178068572748452,0.480746501655603,0.348273867491275,0.170979630853122,1
"LNP_0197",90.6832593260333,-6.69948215596378,0.452493825927377,0.557192212896456,0.367679776221442,0.0751280108821017,0
"LNP_0198",115.923032420687,-8.0739777861163,0.143920637387782,0.486916485794607,0.34943284409745,0.163650670107943,0
"LNP_0199",65.2346616843715,-1.42773817293346,0.487420371174812,0.499189116605839,0.349672881561079,0.151138001833082,1
"LNP_0200",107.286705821753,-2.88476868532598,0.254079437162727,0.45601612637294,0.316697875346611,0.227285998280449,0
"LNP_0201",73.8726026844233,6.89867079723626,0.443436562921852,0.49903481023565,0.391128430437736,0.109836759326614,0
"LNP_0202",146.235893643461,-4.79735052678734,0.454953901842237,0.402135680643065,0.426047791083068,0.171816528273867,0
"LNP_0203",110.136572597548,-9.53711015637964,0.295636599417776,0.497997300716038,0.436312314073861,0.065690385210101,1
"LNP_0204",101.502972724847,7.24799079354852,0.387236723583192,0.594565176461162,0.258262483243571,0.147172340295266,0
"LNP_0205",90.2573342202231,-3.30824077595025,0.294682229030877,0.604607632345913,0.306866802776469,0.088525564877618,0
"LNP_0206",138.024654123001,2.63577743433416,0.495483544375747,0.486862208307079,0.340248735874438,0.172889055818483,0
"LNP_0207",86.4091864787042,0.928525174967945,0.12590045183897,0.465214974132271,0.324993057680086,0.209791968187643,0
"LNP_0208",78.8239280693233,-2.47111013624817,0.163065111171454,0.466697291564008,0.366337065837646,0.166965642598346,1
"LNP_0209",67.0645235106349,-6.2825396982953,0.414139447361231,0.527463264583636,0.320235171620402,0.152301563795962,0
"LNP_0210",67.2171746380627,-1.42118817660958,0.316875315923244,0.545897734669014,0.332143630574536,0.121958634756449,1
"LNP_0211",98.204260552302,2.61547197122127,0.266618938092142,0.443404635241157,0.348146697846554,0.20844866691229,0
"LNP_0212",75.2964928513393,0.416847025044262,0.499553059600294,0.418021898426446,0.439291505741024,0.142686595832531,0
"LNP_0213",71.625478961505,3.19242674391717,0.202269246801734,0.474754294873261,0.364293619821478,0.160952085305261,1
"LNP_0214",117.437638808042,4.58721862640232,0.30315026845783,0.603630409775893,0.288552105875379,0.107817484348728,1
"LNP_0215",54.7663627425209,-0.263542532920837,0.131588471028954,0.513944643539551,0.41596487944741,0.0700904770130386,1
"LNP_0216",120.085308747366,-2.31086768675596,0.425467345770448,0.562148730635013,0.2594447385601,0.178406530804887,0
"LNP_0217",85.1888638455421,-9.86332982312888,0.252871664054692,0.581841592757703,0.319317350202144,0.0988410570401534,1
"LNP_0218",90.8943997928873,-9.9263154482469,0.420873083174229,0.502908432862023,0.397544244979819,0.0995473221581584,0
"LNP_0219",132.095132395625,9.89872880280018,0.17916945470497,0.534297137482,0.330266421211471,0.13543644130653,1
"LNP_0220",141.88573481515,-7.84226239658892,0.478559908084571,0.458320785625462,0.377763394492135,0.163915819882403,0
"LNP_0221",78.2528330106288,-1.62661683280021,0.238268989697099,0.52649488791667,0.287770801388292,0.185734310695038,1
"LNP_0222",146.110479370691,4.35769093222916,0.308820098917931,0.501181813474814,0.424667893029858,0.074150293495328,0
"LNP_0223",122.839442826807,4.85078264493495,0.144675202574581,0.471760932099735,0.401349141120631,0.126889926779634,1
"LNP_0224",118.637508200482,7.43997647427022,0.454389940481633,0.48909350987472,0.297097980480186,0.213808509645094,0
"LNP_0225",55.2843942772597,2.15735922101885,0.481701989285648,0.370588188990779,0.448469995005498,0.180941816003723,1
"LNP_0226",89.5220134640113,5.12406702619046,0.116152305249125,0.553237212885416,0.258270141956793,0.188492645157791,1
"LNP_0227",97.7845379849896,6.94482596125454,0.2974464754574,0.467996361512642,0.336000407567183,0.196003230920175,0
"LNP_0228",106.025326368399,2.25559297949076,0.19042548192665,0.56802303015318,0.348993888188273,0.0829830816585472,1
"LNP_0229",119.826159486547,5.86448335554451,0.443520135711879,0.483965737541829,0.444083173025355,0.0719510894328167,0
"LNP_0230",141.568353842013,-9.5429063308984,0.312374293524772,0.529626413328697,0.380515745713803,0.0898578409574997,0
"LNP_0231",111.835122737102,-1.66170900687575,0.101855260320008,0.5333098097568,0.364413687650513,0.102276502592688,0
"LNP_0232",92.8421508753672,7.49764774926007,0.211024032067508,0.439673804053428,0.401661566937856,0.158664629008716,0
"LNP_0233",104.208036721684,2.94694031123072,0.230081257224083,0.403048346151259,0.387896714524762,0.209054939323979,0
"LNP_0234",55.8478488586843,8.48957973532379,0.335482510644943,0.542047779237471,0.352215436388699,0.105736784373831,0
"LNP_0235",76.0856857057661,-6.55549807939678,0.199873880296946,0.538565951382326,0.298818077233221,0.162615971384453,1
"LNP_0236",89.7151953307912,-3.68374421726912,0.117246912326664,0.519105619516955,0.35612072567371,0.124773654809336,0
"LNP_0237",69.7744736680761,6.08512558508664,0.144271515030414,0.418466082522329,0.431990460770353,0.149543456707319,1
"LNP_0238",133.192756283097,9.77926822379231,0.381501524802297,0.544046223168689,0.294603598431884,0.161350178399427,0
