"sample_id","interferon_response","inflammatory_response","antigen_presentation","adaptive_immunity","stress_response"
"SAMPLE_0053",8.97902865663438,8.45777384037302,9.36459109235586,8.94680369978021,7.82242667783409
"SAMPLE_0054",8.81107172459229,8.06285113134767,8.62041775103789,8.33447678223598,6.27374645365783
"SAMPLE_0055",8.68771745446233,8.2092269473301,7.51638787838074,7.84901092770842,7.86923054378644
"SAMPLE_0056",7.64472643332353,7.41824235912992,8.1382162490846,8.12319829432298,8.40861161317367
"SAMPLE_0057",9.8475587688991,9.90135907310185,7.46169851080834,7.65711344881202,9.15706112887261
"SAMPLE_0058",9.66449639025733,9.89664663582721,6.3025829306014,6.67002867264877,9.53022076963262
"SAMPLE_0059",8.47768289126332,8.40991378849471,6.47316822678311,6.80118543450514,8.16848779323234
"SAMPLE_0060",8.59777566351238,8.10559068534512,8.40505351697972,8.31326503999974,7.5761947182009
"SAMPLE_0061",8.23803906294666,7.75179026513498,8.22844095174234,7.94296430524674,7.33222123322001
"SAMPLE_0062",9.13593980884772,8.86340798604657,9.35033939511094,9.21353135599275,7.85507419947123
"SAMPLE_0063",8.60705599232056,7.87485738137403,8.15127443269899,7.75196304672812,7.83852121041086
"SAMPLE_0064",7.30946553384083,6.88316676641066,8.69734157424413,8.71975870570328,9.11940649041838
"SAMPLE_0065",8.97936823927759,9.18102533694649,10.2181871337515,9.55799320489126,6.92162348528814
"SAMPLE_0066",9.45426201840565,9.54710424357566,5.90243549160123,6.20359384043805,9.28934222354859
"SAMPLE_0067",8.88976171190239,8.64647772739181,8.12729782440245,8.24498591198817,8.34330890983735
"SAMPLE_0068",8.31555932035041,8.11372764610278,8.1752347183632,8.28233777790768,7.02053084170612
"SAMPLE_0069",8.2263296036074,7.84209040293259,8.77338638204166,8.53616265254236,7.79699452313847
"SAMPLE_0070",8.69626977906465,7.81579148246516,7.32450141545363,7.51036614177796,5.93582842899578
"SAMPLE_0071",8.10434304859338,7.71322725720073,9.24664240162586,9.06830055156892,6.6162007793316
"SAMPLE_0072",7.73399075403562,7.66134394357193,9.19994722645474,8.69262292133342,7.03253340963674
"SAMPLE_0073",7.72778142193901,7.36603660830159,9.66921291341212,9.51195834368166,6.42631190258976
"SAMPLE_0074",8.36725891620015,7.92992451512085,7.74301134412523,7.53476005769747,9.64397694068954
"SAMPLE_0075",8.75912916629368,8.25627438395513,8.77954501741478,8.35334331485594,6.88258884279924
"SAMPLE_0076",8.48757062707027,7.97360029592506,9.41424772268153,8.68855808865088,6.34480308746779
"SAMPLE_0077",8.0139798066395,7.44942575066757,8.61592017408561,8.44642619034928,9.06012629591938
"SAMPLE_0078",8.84147197816566,8.50909356267369,10.3612644273757,9.37368905343517,7.2020166837391
"SAMPLE_0079",9.61712297541365,9.47165271367676,8.60957515010743,8.37340631552519,8.84598410806615
"SAMPLE_0080",10.4296580154976,10.4126871720099,6.85462570180544,7.32576877802474,8.98349201954228
"SAMPLE_0081",8.31321726075451,8.19745941751459,8.05887517017547,8.06931206609158,9.15757758144044
"SAMPLE_0082",7.75513988199797,7.60730559199461,7.7401612716752,8.0670231943181,7.60274957161343
"SAMPLE_0083",9.37132965923416,9.48066495612055,8.9743309110431,8.91460651133995,8.9272557640427
"SAMPLE_0084",7.5593997717288,7.2332909543103,8.42136587889383,8.34258117122378,7.33639747638634
"SAMPLE_0085",7.40397237937215,7.07193632290481,6.23211322080974,6.372423952593,9.05401158856701
"SAMPLE_0086",8.90665410653765,8.14050043687159,6.55907257845482,7.20739677615234,7.59130086556992
"SAMPLE_0087",8.42327848590985,7.59411026383046,9.69846022773877,9.31860565196846,5.97046175736858
"SAMPLE_0088",8.18162228214668,7.54745760883515,8.42983850951287,8.25073878421075,7.17637343193637
"SAMPLE_0089",8.81243044527915,8.17808859880906,7.18329791649755,7.40183646092716,6.88505642387199
"SAMPLE_0090",8.03660165190968,8.00878487456783,10.1536525413907,9.50711769484191,6.51414955401598
"SAMPLE_0091",8.3759327758863,7.89623819276929,8.26700491797902,8.23016748299089,9.63180132198931
"SAMPLE_0092",7.93988558449593,7.92755248599002,9.64977978473999,8.97654256852371,6.76931290749199
"SAMPLE_0093",8.84641466221813,8.2964509707813,8.76283258042359,8.4582665687002,7.84141699791817
"SAMPLE_0094",8.13530330289234,7.99314472913947,8.2386712130296,8.09666026965705,6.74782417869823
"SAMPLE_0095",9.81568019552715,9.7516751497346,6.88332015055144,7.17029447816414,9.22184776142601
"SAMPLE_0096",9.89576817644769,9.63645357459848,8.74264039592085,8.3431741316018,7.98335400482355
"SAMPLE_0097",8.39542787262014,8.27766277708516,8.10700479059097,8.0837620292934,9.08189610726185
"SAMPLE_0098",8.62440977198333,8.62183899384873,8.23970726085135,7.97820899814951,7.41760058186171
"SAMPLE_0099",8.5991674741504,8.68689339505746,10.3968673356471,9.93236055765058,6.41820103969436
"SAMPLE_0100",7.60428044715082,7.24504208932645,6.2925952754777,6.39699037092088,9.02471458959843
"SAMPLE_0101",8.02516065005518,7.56942924344476,6.40390040009776,6.97815732277025,8.51057085515134
"SAMPLE_0102",7.41116364321338,7.27221763140919,9.12073786974613,8.94324950659211,7.41833551765184
"SAMPLE_0103",10.4795994476104,10.1578301622238,8.16796194053444,7.81136189436655,8.66031033964823
"SAMPLE_0104",8.68156729005429,8.63750777579693,10.3886156554641,9.50761803405246,7.0350660475203
"SAMPLE_0105",8.06111249266749,7.57941007865493,7.45793199468339,7.43999050820138,9.53510639629134
"SAMPLE_0106",8.67359103748048,8.72445496728275,9.09379234519321,8.68946192089311,7.24904397600337
"SAMPLE_0107",8.89169060484171,8.66484739834599,8.48911022298272,8.13915164939501,7.41004716213095
"SAMPLE_0108",9.17801197941843,8.5950968884602,9.83847104166403,9.36332586593838,7.66541607028124
"SAMPLE_0109",7.86874480682918,7.43106576446768,8.62221075729328,8.59391213469181,7.75217094303389
"SAMPLE_0110",8.16515416927905,7.93596293087289,6.68485333751491,6.69503884991866,7.41325339989568
"SAMPLE_0111",7.75673303404916,7.64253120334256,7.39429804423852,8.06378219445093,6.21381490599106
"SAMPLE_0112",8.05164726238869,7.9481344032764,9.16055359346101,8.98002429124674,7.69799883622166
"SAMPLE_0113",7.562841079634,7.49653497964691,9.23295981054748,9.03279752374775,7.57182960971953
"SAMPLE_0114",10.6938164027691,10.6423469867206,9.42059705566808,9.07379871957815,8.59195614620111
"SAMPLE_0115",8.42740626832715,8.21254731329998,9.15076641536297,8.98096898653696,7.43849979524894
"SAMPLE_0116",8.55174611921667,8.16261434003516,7.54019096052781,8.28864978088173,6.5272237451055
"SAMPLE_0117",7.9899505501122,7.45080190971114,6.2574167259322,6.28765144210523,7.38842890060784
"SAMPLE_0118",9.10748359339472,9.21752894995189,7.29903281976282,7.62786057103219,7.96988890899082
"SAMPLE_0119",9.1607771063207,9.20071428627923,6.7627437709628,7.43358382903707,7.9710621315507
"SAMPLE_0120",8.36557540106036,8.14657413776411,8.57158185973667,8.41043775800941,9.08346685886552
"SAMPLE_0121",8.16394643486614,7.61955790443594,8.09203495345684,8.30537181270877,6.3055619642147
"SAMPLE_0122",8.94586146975986,8.6911215799234,8.884957205396,8.60419753235482,7.44614261434669
"SAMPLE_0123",8.13793604827467,8.0117984592638,7.57184442584888,8.03115600418266,6.77693511032771
"SAMPLE_0124",10.893923299649,10.9995114639973,6.58117351548795,7.16319629560602,9.80903123107166
"SAMPLE_0125",10.0049924128575,10.2485965877919,6.9331445716802,7.4285583223634,9.89973833285682
"SAMPLE_0126",9.53224055844239,9.13520483193177,8.78486311351155,8.32513048003,8.65928765696024
"SAMPLE_0127",9.372103918505,9.00701415987449,6.32581610910007,6.98598621940408,7.42726133806798
"SAMPLE_0128",9.37875576077351,9.06288087069832,7.46014203904536,7.43139609384925,8.70013061314995
"SAMPLE_0129",7.99919348267175,7.79880705621302,7.52286482407296,7.97962072489093,8.33902448220171
"SAMPLE_0130",8.95039114799781,8.69084020787367,8.15610497610015,8.34741417108357,7.04758652116435
"SAMPLE_0131",9.11180808997437,8.45738393115248,8.61679890248598,8.22151207582573,6.76936961774197
"SAMPLE_0132",11.008764078581,10.8647460659137,7.31392705076092,7.87754688001438,9.54156408542245
"SAMPLE_0133",9.0306906969694,8.72121651023926,8.47514280990904,8.35650346689856,7.49842475127313
"SAMPLE_0134",8.6247577996833,8.21961298578388,10.694014137618,9.90194065715856,6.5788536254654
"SAMPLE_0135",9.19841689378526,8.97432367056961,6.18477159551941,6.3552900530169,8.03717968932181
"SAMPLE_0136",8.08662737477875,7.61861527761173,7.24445949936726,7.64233133051641,9.72014114168412
"SAMPLE_0137",9.69507904438264,10.2636835444623,8.39272102454791,8.65876761354678,8.64010213826876
"SAMPLE_0138",8.40473079904497,8.15245781157834,9.69630145219148,9.04565321390854,7.15522704131981
"SAMPLE_0139",9.04642522139292,8.94308476205474,9.26318622591622,8.94544532133575,6.64125827244566
"SAMPLE_0140",9.02244008145807,8.76526687917921,9.38772370164114,8.85723509690997,8.39854650266794
"SAMPLE_0141",8.46690186990414,8.20687441946454,9.14409465954508,8.92862863857482,7.34324672418236
"SAMPLE_0142",8.26174325509399,7.64349622936314,10.1715193085996,9.41873090748607,7.15392949971535
"SAMPLE_0143",9.74625118293487,10.0565305720185,8.00906518648426,7.69193513461416,8.49197613097554
"SAMPLE_0144",8.21179068876518,8.00493723434125,8.93177002256538,8.4083580297851,7.80780853562188
"SAMPLE_0145",9.36863462178731,9.61041966024754,8.87145621535613,8.95073457430664,9.19099386107018
"SAMPLE_0146",8.27921531873583,7.76707747635303,9.28983478394599,8.8143324092207,7.70159043657754
"SAMPLE_0147",8.78518904236813,8.79692396158338,9.82264225613291,9.14936729321624,6.95266328946772
"SAMPLE_0148",7.76670399363502,7.45672166979567,6.87805625912278,7.32187821486328,7.68442067800697
"SAMPLE_0149",8.61261624966148,7.9743558606724,8.94649992647811,8.73888791220967,7.57108078632643
"SAMPLE_0150",8.7657501752347,8.53618061130255,9.03216379719682,8.4189602417977,7.3018147159301
"SAMPLE_0151",7.85801760556265,7.38493657824886,6.70717822581125,7.22459113881415,9.57004520544708
"SAMPLE_0152",8.04592147072007,7.80179579868654,9.61590922739122,9.27207330630262,8.34064454457431
"SAMPLE_0153",8.33327411421968,7.58516013973719,7.00886344327939,7.49393795566875,7.18662337370467
"SAMPLE_0154",9.95339872187601,10.3260924884196,6.31095489575162,6.96456690457989,9.34218876833023
"SAMPLE_0155",9.16828774975081,9.06410261302135,7.10159614891158,7.16158753061389,8.39045455221551
"SAMPLE_0156",8.95555327551962,8.86573354744232,9.2042476791496,8.80076852498641,7.52613164470986
"SAMPLE_0157",8.89459073946304,8.44797682147633,9.48528656371893,8.95371929637404,8.54492175307368
"SAMPLE_0158",8.88272681360979,8.12007706379692,9.26144580723153,9.02069662189151,7.68122471237013
"SAMPLE_0159",7.76201543852215,7.34383824426698,9.92415861951306,9.65732889184245,6.0832434733695
"SAMPLE_0160",8.89048993521901,8.47681247644178,9.7642561716216,9.19606070249507,7.62545968780651
"SAMPLE_0161",7.67655126972936,7.6764448646281,8.96337531267195,8.48833384812152,7.99437294837234
"SAMPLE_0162",8.76001533184476,8.33609821055924,9.03860268465242,8.57221462159975,7.58952346778047
"SAMPLE_0163",9.55122518581809,9.66091350215749,8.31859469881475,7.97443622649349,8.42907031743896
"SAMPLE_0164",9.72037638371223,9.94634697549953,6.78142372965041,7.16008005577632,9.38412663721488
"SAMPLE_0165",7.84437751887831,7.60431466005982,7.92572466521872,8.4369729338788,9.60987143456798
"SAMPLE_0166",8.11485635956114,7.4086209060042,9.04640962574549,9.19861055060632,8.45599091322777
"SAMPLE_0167",9.0427609556006,8.54438665981906,7.8385722145876,7.92598046354984,8.37550596801823
"SAMPLE_0168",8.63157311332741,8.15511143078726,6.84781180334442,7.40078895054602,7.05361271046081
"SAMPLE_0169",8.07356823774361,7.8389474428943,10.0534851570597,9.42559742670558,6.03495639328838
"SAMPLE_0170",9.06077911679128,8.70260529417241,9.28680063970406,9.14704121250425,7.36758642327783
"SAMPLE_0171",8.90021379355531,8.97032760104645,9.3339453919699,8.53135662287899,8.21207921946456
"SAMPLE_0172",7.83696291402127,7.54511270841313,9.93139588558528,9.54066545863922,7.29556163901878
"SAMPLE_0173",8.92180817076209,8.67975512247159,8.88788245975892,8.27991996835568,8.14983880954894
"SAMPLE_0174",8.43887690060323,8.05837472455214,9.44405275414736,9.1427517234137,7.07867313162702
"SAMPLE_0175",8.84595723987688,9.35270766953772,7.62823600435078,7.77904101227626,8.4619222278459
"SAMPLE_0176",9.54528925036078,9.23149644599087,8.21683543178152,8.32143784487706,7.66473109224492
"SAMPLE_0177",8.74674864772471,8.19555566169146,8.40863513538511,8.43567137632552,7.41202798182753
"SAMPLE_0178",8.19626933822136,8.03979416577984,9.18372393210759,8.6633637145316,8.06083533964074
"SAMPLE_0179",8.9540420661327,8.87898995276538,8.46074899712233,8.10627106662686,8.54409658176827
"SAMPLE_0180",7.58033893464652,7.60410075706217,8.82562255343885,8.88750125496446,8.2392046322478
"SAMPLE_0181",8.16112469511705,7.50692826783018,8.63509288128969,8.43545004358995,9.06585273353385
"SAMPLE_0182",8.03508076992471,7.49885190325762,8.8762940559283,8.75038255289065,7.06898150860575
"SAMPLE_0183",9.94605833065354,9.9878814923051,6.70079360286054,6.89923297346933,9.07352484461464
"SAMPLE_0184",8.15584278811798,7.81946817540691,6.63789678056914,7.09786524874329,7.18791790994012
"SAMPLE_0185",8.76192928251705,7.93055304217824,9.37446543712141,8.58284277274613,8.25297310094978
"SAMPLE_0186",7.86523827997335,7.21666969445843,8.15041034740372,7.88232894833688,9.03158484078858
"SAMPLE_0187",9.64098490582868,9.89821484295724,8.24827175837885,8.14008376859277,9.05124484834082
"SAMPLE_0188",10.3359826616473,10.4249498176823,6.67580617997341,7.19992511322676,10.1130394692201
"SAMPLE_0189",7.49592182539339,7.49963365902667,9.56519947534288,9.13442978506438,7.08321643454306
"SAMPLE_0190",6.85631576258516,7.30647945931288,8.40816569004956,8.30960904431082,6.32124538940845
"SAMPLE_0191",8.31388376061335,8.33133978912732,10.2923722953475,9.49994235323361,7.06798631223289
"SAMPLE_0192",8.53094110720151,8.22232352959482,8.98116002948654,8.72306965385003,6.89579844390109
"SAMPLE_0193",7.43254261099564,7.57979012495549,6.72498342695528,7.31403564503965,8.51193022087133
"SAMPLE_0194",8.00808790967946,7.85195194730361,9.51486304894467,9.36634077572103,6.26847530973667
"SAMPLE_0195",8.28609899210536,8.08281691458015,9.17221149488022,8.57664359665796,6.42572383956762
"SAMPLE_0196",8.01728092443079,7.85799731143289,8.55135180699081,8.60813973947559,9.44931551438925
"SAMPLE_0197",9.45368070956403,9.30327416158758,8.57245058762694,8.23791590115375,8.64554920245188
"SAMPLE_0198",8.38249538376284,8.0478576050691,10.1033989982547,9.49433969099368,6.58879014425634
"SAMPLE_0199",7.58338490818142,7.37854973920967,8.60692032417437,8.2365953344796,8.63875108940969
"SAMPLE_0200",7.11784295507931,7.2510568880563,8.69839564896805,8.83662816220933,7.89252463140623
"SAMPLE_0201",7.79203652502992,7.22025009289141,8.42258829429248,8.30410277066059,7.00515899753332
"SAMPLE_0202",9.85870881873653,9.63759657809988,7.14475800501703,7.35267110353575,8.57077638469704
"SAMPLE_0203",8.83240608398746,8.03478356224883,8.19066275683885,7.93444567403231,9.18528856738455
"SAMPLE_0204",8.9741346285496,8.91359134959429,9.06709990519284,8.63463066016549,7.53801523315432
"SAMPLE_0205",8.89906538723126,8.56032188245491,8.7166348913739,8.43410775294734,6.94637065680629
"SAMPLE_0206",10.4920894431853,10.8758423753793,6.40287827743105,6.52996475274406,9.84108465167693
"SAMPLE_0207",7.5151475414531,7.6295257631719,9.11226873804934,8.89134960190049,6.1792577142806
"SAMPLE_0208",9.10972338487824,9.25296484099331,10.1066587435584,9.56485825524168,8.13358488847562
"SAMPLE_0209",8.33085768557467,7.5916127314622,6.8296252263439,7.40098666292476,7.49503452347433
"SAMPLE_0210",9.80868913676418,10.0263373000121,9.27317046239415,8.79816148967521,8.21611637873971
"SAMPLE_0211",8.01984260087068,7.45085629202554,6.66532842216072,7.39429514143365,9.53537592608775
"SAMPLE_0212",8.6150979998856,8.13037386259201,8.07137620661688,8.3701088688901,8.960528844197
"SAMPLE_0213",8.6769355381025,8.48832592527303,9.39554478291607,8.69685609382536,7.2266482679
"SAMPLE_0214",8.82896687748193,8.18406892992944,8.47378880986816,8.39297754377542,8.90166775284336
"SAMPLE_0215",8.29215600156269,8.2986122645553,10.0338023508775,9.95684666966383,7.19814581242635
"SAMPLE_0216",8.52274307846133,8.08699196906678,9.02354908268262,8.6416944383921,8.9188478852612
"SAMPLE_0217",8.89769310513706,8.47257959651862,8.36095379817576,7.9818514982634,7.95483282263533
"SAMPLE_0218",8.50466403626331,8.14763746773352,8.28006339775285,8.37873342809905,9.06963082639532
"SAMPLE_0219",8.03486250365258,7.47902215007008,7.33244254652504,7.44227505768191,9.50752847381403
"SAMPLE_0220",8.23172069414618,7.69554250735466,6.5647511842842,7.10555723284129,9.52683888057745
"SAMPLE_0221",9.37576892681754,9.54902681427509,9.08544120615913,8.79636977484254,8.44835584941125
"SAMPLE_0222",8.01465055490021,7.3987261744776,8.73562240355393,8.68405490581182,8.03130123249127
"SAMPLE_0223",9.37977323920691,8.82551367475417,8.97409401312097,8.84127249438617,7.54645410156444
"SAMPLE_0224",7.97543830174016,7.93171796739106,8.05868547745986,8.31840787825496,5.93672959937064
"SAMPLE_0225",8.48426546338557,7.80081556607631,9.46587054510597,8.702255758333,6.62112038298728
"SAMPLE_0226",8.63105467783151,8.2730606321973,8.38458043422419,8.32281595694964,7.15945441104194
"SAMPLE_0227",10.1487541280652,10.503342235773,7.29459784360696,7.67783869510786,8.9779301516662
"SAMPLE_0228",7.30139802353994,7.30909533589567,6.59383430786851,6.97089195929288,9.5862292101892
"SAMPLE_0229",8.9886659177678,8.6946900937462,10.4889398263827,10.1727656301201,6.65474768026023
"SAMPLE_0230",7.87390901778341,7.4592520448839,9.83449512813234,9.18487248230574,6.18375449225245
"SAMPLE_0231",8.11314243283086,7.76705573277993,10.2098847711907,9.70850907380137,6.19032737399924
"SAMPLE_0232",8.35252539399563,8.21233850177018,8.05379901358451,7.72812725161383,7.45193795618913
"SAMPLE_0233",10.5005182010118,10.6891075307213,8.40186793765324,8.65110017832966,9.20400616357096
"SAMPLE_0234",7.79999156637455,6.89705812396221,6.51931023149601,6.98232542457814,9.40848790958254
"SAMPLE_0235",8.70633469974634,8.78365992366161,7.78107376170254,7.85157329011294,8.17265802994588
"SAMPLE_0236",8.20529771586923,7.76744797930962,8.46071224005291,8.53542687541627,6.33623722614044
"SAMPLE_0237",7.5847636499288,7.10932974799359,8.10927652096315,7.97493753142472,8.76590841419232
"SAMPLE_0238",9.13484769164127,8.73958039809419,9.14422056332609,8.85504061908041,6.40319961592315
"SAMPLE_0239",7.9697309809304,7.66685628628511,6.82906181805648,7.44064402706934,9.80356702485295
"SAMPLE_0240",8.01467078077607,8.05640305275825,9.31562909531225,9.00294298170908,6.93716234705257
"SAMPLE_0241",8.23037414167946,7.97197661611633,10.5413966810991,9.737049980322,6.3226837006763
"SAMPLE_0242",8.19682459294437,7.46074275661158,6.89483637979987,7.21343594620461,9.58256871594818
"SAMPLE_0243",8.88480978333991,8.62630689273045,10.0215383107325,9.52156890022265,7.39066786730744
"SAMPLE_0244",9.70588004200737,9.89048799713499,7.09409888031672,7.75022546020439,9.49494904266408
"SAMPLE_0245",8.30949679577195,7.38683574799818,8.5164617880993,8.67653409645696,9.07773033240919
"SAMPLE_0246",8.50751170486588,7.94389847865599,9.99603590360053,9.31233147934717,7.00492903174711
"SAMPLE_0247",8.88364999492284,8.64105951799547,7.43937628147756,7.44299465014256,7.244107037367
"SAMPLE_0248",7.67037001274206,7.46985781859066,9.15029435413884,8.67109065714059,7.59486286499526
"SAMPLE_0249",8.0741268492526,7.75199936982076,9.28817360427622,9.20057378437474,6.5902460858774
"SAMPLE_0250",10.9178814878185,11.0235446332039,7.70294657666878,7.54623897949117,9.58773924798666
"SAMPLE_0251",8.53580981434737,8.81122206466246,8.04159668637197,8.17988227209518,8.00750334740298
"SAMPLE_0252",8.81728351156817,8.32886052840172,9.1661218037766,8.83266540521056,6.67948813646512
"SAMPLE_0253",9.85089669855835,9.82649719608738,6.34016478279599,6.69442778134822,8.69968622132972
"SAMPLE_0254",9.27067282457788,8.49814360944319,8.16478886093573,8.23686230948548,9.177289562671
"SAMPLE_0255",9.16100958631354,8.65802148442775,8.36758561235962,8.32613114896976,7.1375405949589
"SAMPLE_0256",10.9242624286184,10.8443352421527,7.39396703375403,7.73390394988443,9.60046556960814
"SAMPLE_0257",7.88312292952271,7.64353690381045,8.57293998806976,8.32782990953554,8.61721836651004
"SAMPLE_0258",8.54870926552937,8.24837543608107,8.75885458302688,8.31190527374026,6.73426137010481
"SAMPLE_0259",9.60485621236,9.28071487134174,7.04237143015927,7.59047022786627,7.33283163586028
"SAMPLE_0260",8.60493440753272,8.29517874516549,9.15395387323341,9.12588264644907,6.42052796487507
"SAMPLE_0261",9.2175908663924,9.73896375952578,9.14407319563073,9.17428313502575,8.63621538884687
"SAMPLE_0262",8.67625711820233,8.20815467419853,8.8892419356696,8.65750162199286,7.37650719200825
"SAMPLE_0263",9.25850044314545,9.01209201027524,7.93506684191162,7.79927188021188,8.47007398404854
"SAMPLE_0264",9.86974382162972,9.93298751960573,7.0261288937663,6.65916658328297,8.44585499855998
"SAMPLE_0265",8.10106378177194,7.89878246960772,8.48933130755526,8.42541379413258,8.26480380365272
"SAMPLE_0266",9.86904845708758,10.0906604869464,8.00527052428273,8.16294540376006,9.35887887379316
"SAMPLE_0267",9.08175871643161,8.66212699860073,7.83882639520132,8.27941318390082,9.41557297773399
"SAMPLE_0268",8.53444016863713,7.95239127969667,8.61434426400293,8.83808229743758,9.04077887998523
"SAMPLE_0269",8.30913639701814,7.67846847381094,8.44170482403844,8.20953574593907,8.49848048989842
"SAMPLE_0270",8.66281510617553,8.75957023444024,9.0321391918412,8.92617659276346,7.97684569040205
"SAMPLE_0271",9.78509777812282,9.99515842897414,8.31296611980639,8.14260415926114,9.64817281147834
"SAMPLE_0272",8.69971454467043,8.19796599490826,10.1552966900503,9.5731857153775,6.37601994720654
"SAMPLE_0273",8.26716291554759,7.70712846204829,10.4445781302269,9.65712579730858,6.59819925347298
