"sample_id","CD4_T_cells","CD8_T_cells","B_cells","Plasma_cells","Monocytes","NK_cells"
"SAMPLE_0098",185.639691934115,171.19636973323,149.473990993844,73.8908019914672,161.159282592748,99.6317888130495
"SAMPLE_0099",226.492343049572,278.446225976034,190.8544167056,85.7833172193428,176.98866931181,95.194724542547
"SAMPLE_0100",110.032796678802,126.16414475381,93.2443996683063,35.1375952651459,155.034535002845,98.856883970573
"SAMPLE_0101",126.522021555469,136.250318923856,114.165664851075,37.8780480867253,157.342790330558,108.618456300283
"SAMPLE_0102",200.494709623255,221.520407593056,168.438012143747,82.3463510228984,150.717604678886,84.3380931649508
"SAMPLE_0103",164.280810754231,180.715863574829,127.719402545189,57.4826189659648,209.439987193761,116.673986343327
"SAMPLE_0104",216.985567013966,245.696206765334,168.598623702324,88.890221873263,161.717343432098,106.852406976473
"SAMPLE_0105",142.760983445201,162.223649827482,123.260496972713,41.6724608580193,164.553720892817,89.9382223210349
"SAMPLE_0106",188.529750135978,212.015715094662,151.88327761384,72.2867410193058,157.135980629443,117.109793924058
"SAMPLE_0107",172.987225027744,191.609943388692,138.171071085669,79.9536054768259,163.309776746081,107.982396249451
"SAMPLE_0108",204.424726692133,240.808356877555,178.811663923485,95.6094683515495,164.483181667361,94.7018314774827
"SAMPLE_0109",179.638912295391,199.949596660543,138.340631502849,77.98629545375,151.622782595777,94.9099194171782
"SAMPLE_0110",131.633847457677,111.536364602589,101.524706298269,39.1439513426848,155.238774245384,95.5903395764716
"SAMPLE_0111",160.494426855333,168.313875465328,129.248241696498,64.7796350735296,152.702018458922,76.6013287149327
"SAMPLE_0112",202.712336822112,214.181151570717,169.197832730467,83.2235554190828,153.346792651606,97.1146299552705
"SAMPLE_0113",188.747330363812,240.744463359582,184.13790648773,83.3911973769007,149.600546316084,91.607813676011
"SAMPLE_0114",201.389835856825,229.774633779724,157.53410903469,78.1879550786276,201.181355751697,120.381633950453
"SAMPLE_0115",193.814377558222,223.620154409301,163.177246639773,71.1307982693873,183.875946666034,105.649311090899
"SAMPLE_0116",177.298996068984,162.383854442684,149.009338798522,56.9296615211137,154.818859358496,107.290227725663
"SAMPLE_0117",113.439133321823,101.067095090112,89.9332160127503,27.5271456917792,146.080123924326,104.724127449247
"SAMPLE_0118",147.404347536203,152.572188831802,120.145825343082,56.0147757408713,174.582532364809,89.9408354280403
"SAMPLE_0119",133.911878083451,129.959254585548,126.527055697799,49.585320493662,165.319987845754,113.246040712652
"SAMPLE_0120",170.911116677593,210.458233752105,129.876459956137,67.9381517237363,167.760302683058,95.6231991522104
"SAMPLE_0121",177.411804718052,177.324187660788,138.57996828496,63.1442410786411,160.862451736851,109.437917500924
"SAMPLE_0122",175.102362685738,207.162473322394,137.407052116752,86.0618829761225,164.450944298181,110.696476165162
"SAMPLE_0123",166.050784115313,188.035277756278,149.475210565667,65.6685738552029,178.511128966935,114.672398690698
"SAMPLE_0124",136.683341403398,137.749832557733,110.751104989661,50.3421238889859,213.093376375721,118.490774151194
"SAMPLE_0125",157.791378025609,137.201630962726,111.669698724035,44.135885986914,196.260307930071,121.74281811449
"SAMPLE_0126",170.907167942189,203.284034237759,168.907995088991,65.4838721581788,190.131908267414,115.487525633406
"SAMPLE_0127",132.403786868877,126.972181327092,105.033613765731,40.5554520628927,177.998924855594,120.764327521697
"SAMPLE_0128",155.479523390332,153.438466142978,122.163202666587,61.2961135160351,166.216559592411,106.724866332035
"SAMPLE_0129",158.629564194123,159.815017139093,137.669269723726,58.2372776330178,164.640729251796,110.880747119823
"SAMPLE_0130",176.380564770037,206.238407644608,131.578460916482,70.4386960093308,170.470039650537,98.9490220546756
"SAMPLE_0131",188.297210076208,188.764291752663,147.873090482061,55.5704087536913,168.682582752852,104.754484016271
"SAMPLE_0132",157.347089161804,144.862824438748,124.009908339002,49.7047618718941,195.962703105748,127.880494716555
"SAMPLE_0133",182.882589214979,205.976777370326,152.542139179437,63.0715901196047,171.321449538739,101.497824257157
"SAMPLE_0134",226.735459340667,275.697771331976,180.570563245317,103.636073986416,182.37163858498,99.5114811455454
"SAMPLE_0135",94.9827487925256,92.4795063065439,81.3234014001913,26.0229704975086,149.344761253572,117.602494806512
"SAMPLE_0136",162.305867127839,143.491008458041,118.831990544229,50.0012312422818,156.736202986938,110.096184487978
"SAMPLE_0137",176.245783685674,206.844894434993,147.131836959484,79.6040417828361,175.547295626626,118.858509201313
"SAMPLE_0138",204.74996370962,237.398406253195,172.751052752303,84.879594464761,159.019995494921,102.496250162085
"SAMPLE_0139",214.045647447917,233.645051346046,174.943846906279,74.773585319169,182.588345282448,112.310908129567
"SAMPLE_0140",179.721135652831,214.465448757514,154.805098492858,76.9027010024113,146.426833841307,106.124636533693
"SAMPLE_0141",197.44146032914,210.379341971335,153.651162220441,68.9540885451243,164.619390654744,87.9351464232592
"SAMPLE_0142",219.509917310486,263.931908183973,178.707270378048,90.5864232143676,142.928709282897,101.105652629752
"SAMPLE_0143",145.921988944436,172.421819566793,129.303177004157,63.1823735162947,169.862430670225,109.855532567091
"SAMPLE_0144",171.382593543311,211.772590192228,150.35851284758,77.3506006207915,155.256863865977,92.5297412710254
"SAMPLE_0145",173.912400789427,204.825523475156,154.590850250478,77.5799078841484,170.400209265779,112.828600579061
"SAMPLE_0146",192.033059109865,228.802129888742,154.260161210986,74.9136673406847,155.299585156573,95.9574400586944
"SAMPLE_0147",196.785049439545,235.910169347141,163.624073989031,75.6802991203296,159.596863544996,102.797388591135
"SAMPLE_0148",152.632417386063,142.339572801672,128.850857311849,42.3989590012328,162.182487020515,89.2029736652712
"SAMPLE_0149",203.743668331222,217.05198508056,148.063311783688,76.9284607073479,157.586412740578,104.493229055959
"SAMPLE_0150",174.018213784378,215.617582587577,152.686413555687,69.1358351247703,169.49814427942,110.938438783566
"SAMPLE_0151",142.160589511419,116.327087575261,109.426468005922,30.7021665111308,165.951502276026,103.44298411036
"SAMPLE_0152",210.638264262538,236.055189490027,159.40881014157,81.7906183621362,179.619872467131,92.6584553900465
"SAMPLE_0153",151.020387151749,152.005517962067,125.030800708749,56.0688560177117,169.288922032862,110.380408462228
"SAMPLE_0154",119.317545601907,110.342057038218,104.205304378046,39.6480782834714,198.015894998163,125.873778327497
"SAMPLE_0155",146.048248854033,154.371566120858,130.368158272265,44.0960291065997,171.920730995453,109.027879160417
"SAMPLE_0156",190.213778656093,212.328716778421,157.987127791561,67.7445815421476,170.416802034539,107.295247460203
"SAMPLE_0157",208.003588643977,241.47220272489,163.597360916237,77.9670672987439,154.379599098052,109.829589289705
"SAMPLE_0158",198.53106090707,231.117177823732,166.818501769693,81.0789809301478,160.768238043334,110.193270607365
"SAMPLE_0159",232.130412801639,265.917716362755,174.110788231179,99.0291439294529,152.68838279881,97.9459745418295
"SAMPLE_0160",210.897241857368,246.835695245317,168.224421505771,78.6366324577513,187.158549301203,108.985474666759
"SAMPLE_0161",193.631098786252,215.364079415317,155.09002522713,76.241653013341,151.153462840487,97.3422397065217
"SAMPLE_0162",178.701905229013,221.506753274608,149.91446719216,72.284481402345,175.900962519044,103.919052751289
"SAMPLE_0163",158.434898486651,199.348314086935,136.569096133111,63.9585791148589,174.639029742236,123.103350730046
"SAMPLE_0164",163.987268750518,134.55204350695,110.794017383773,34.5690917464129,175.247080414926,113.862561046607
"SAMPLE_0165",169.542450712252,165.517892911822,135.52699189775,60.3931149499102,163.974399596763,84.5014725589183
"SAMPLE_0166",198.410285418209,219.951870934066,143.870877965577,75.3735078652023,155.701054732701,97.9514196878182
"SAMPLE_0167",171.972433581678,177.921659171808,138.523909919252,65.3473824551896,178.649546113579,111.956805329421
"SAMPLE_0168",138.311132538295,139.284784821669,121.244264014479,50.4496967633561,163.205668739904,113.857023442226
"SAMPLE_0169",215.828567587842,249.496190460198,162.76832947831,89.1916550362414,169.637054987891,101.920603406444
"SAMPLE_0170",205.431949628703,239.540060936213,177.259416255688,89.5092009538929,180.746915392783,97.3171025944886
"SAMPLE_0171",192.093251908785,214.220257576069,161.261485231097,73.7127215832245,168.839823314791,103.91657419888
"SAMPLE_0172",210.596631957529,240.515562914144,182.461695434389,91.1072585824653,131.52992337103,83.5707379239337
"SAMPLE_0173",181.206106491283,206.567187938612,140.241506664387,68.7074865637608,164.165442522142,99.234638915807
"SAMPLE_0174",224.181087789921,232.262619210719,170.628810804993,80.9553730777926,152.142784387425,94.8523161523146
"SAMPLE_0175",159.996677696363,176.053023300378,134.139360383944,64.1733200715816,149.277724096766,96.4021133248307
"SAMPLE_0176",167.446797079469,174.548458542258,149.660365468443,72.6343619838874,176.360340150418,120.849453539349
"SAMPLE_0177",177.802191882079,186.103015813832,139.976360697291,70.8911828941507,169.103914203694,99.9108628128381
"SAMPLE_0178",195.936725617712,207.545342879795,157.796618309519,73.5247104961886,165.63524103095,95.6004500130292
"SAMPLE_0179",176.553926379998,184.652283231888,126.655508933979,61.4881049584543,179.912744222308,107.949164747937
"SAMPLE_0180",186.884156431488,210.118928423375,149.238261034684,81.2190266899364,162.772841707135,103.18452346214
"SAMPLE_0181",176.043818521556,205.501833091741,151.458960730426,72.4943885880843,168.85407098654,93.8252959385287
"SAMPLE_0182",201.070861983036,221.283106089259,150.153911872827,78.7270982411974,152.769648466584,92.1370771936142
"SAMPLE_0183",130.670444677093,123.226520844808,107.541150597443,38.3870787501115,180.35161154973,111.901576290995
"SAMPLE_0184",133.982286539871,130.652942850985,110.34525007618,50.8490083469823,175.663883748232,93.4251581970614
"SAMPLE_0185",186.111411278667,205.215087531625,158.190147614455,68.7572129733066,170.869160807748,113.417232808928
"SAMPLE_0186",162.080709252614,175.623500216318,142.396336809499,61.3216274487746,133.734277359316,77.8482497731374
"SAMPLE_0187",179.548325747038,184.65354852652,132.310791555314,58.3155032297569,166.887920930003,106.366369523774
"SAMPLE_0188",140.855039518852,141.565101192259,111.024658515637,31.7934096258356,204.984887151222,113.385111742221
"SAMPLE_0189",216.855294124493,238.453133539369,183.870476602805,79.7789307524115,142.133548146663,76.3295243669542
"SAMPLE_0190",172.257275615316,175.559933192931,125.951623760442,66.4324430476671,145.498392569598,83.3972803720685
"SAMPLE_0191",219.667391140702,253.962786503782,175.734488219448,95.1857109465586,156.834727492672,109.40010186272
"SAMPLE_0192",188.841735678028,227.747384173613,172.716986748109,66.1070233664987,166.997272262185,116.105441015541
"SAMPLE_0193",142.829953740838,148.618309916107,132.609791815389,38.9868489646722,145.973148482899,85.6126611683151
"SAMPLE_0194",206.952380631096,238.693156498757,176.348835499232,97.2919024798274,158.266975898355,88.8551999639721
"SAMPLE_0195",179.268666878194,203.233844175366,147.887027682439,71.6835507377742,164.624846152935,96.0569123538833
"SAMPLE_0196",202.309861059251,224.609733214328,153.26712100698,74.3277930484135,178.235198337405,105.531782151574
"SAMPLE_0197",186.628688368273,199.90748653431,142.963652981502,66.4591340604494,165.376342266224,88.6603304465087
"SAMPLE_0198",204.566603295959,249.208331201647,187.103183415797,87.2531500876175,160.218028081799,106.190623242617
"SAMPLE_0199",170.106026452949,196.376438765728,136.044266909703,65.4334333048618,157.507118895265,91.7375391392585
"SAMPLE_0200",184.79329344365,202.872883599298,161.54757119536,76.621089686252,147.402680854256,80.3818643059938
"SAMPLE_0201",192.028243206906,184.670157327749,146.990267609746,63.6998551942912,171.864919902036,78.5033255830723
"SAMPLE_0202",156.87945375319,137.225856649734,112.590043665868,45.4791075393141,181.346883172393,115.987082644558
"SAMPLE_0203",170.383443186163,182.596688710454,147.232700485161,48.2634577348465,168.174788585553,97.3772301077899
"SAMPLE_0204",199.665970214405,219.248860299316,153.450241683127,86.5355281459977,172.667840519823,102.064251739489
"SAMPLE_0205",174.454395373347,187.166846611013,149.84951443448,75.6135900152338,182.502801993628,99.7764359330313
"SAMPLE_0206",112.151626321264,113.341729826158,102.074627629985,24.0715521783169,186.804498502765,119.966820733946
"SAMPLE_0207",191.322039461865,226.010100499859,153.451508424823,77.7379796882501,148.535605846445,90.0489151197879
"SAMPLE_0208",215.573053732808,249.009393170668,189.138953554907,99.0743716470529,164.125497571807,99.6433460564772
"SAMPLE_0209",159.414821707052,145.719421835467,114.5900386706,52.7159872962763,147.890464513826,92.1283346332608
"SAMPLE_0210",196.298803619678,231.461580968372,162.964017624464,84.4216252659457,193.031341597251,112.585066193475
"SAMPLE_0211",143.40630195604,149.517717155669,116.991649832159,40.1126694479725,154.949543255405,91.2529375582819
"SAMPLE_0212",172.391062674876,180.536822819237,135.283731607697,75.1512784238398,175.945194157077,95.6955184213097
"SAMPLE_0213",203.561663723883,220.17936183418,160.229703539983,70.5538142187485,165.652229112537,100.755477070137
"SAMPLE_0214",175.150140353304,197.177834077125,136.222095097328,71.336772309934,189.772479192321,106.363319256251
"SAMPLE_0215",223.172282813056,279.659556834812,188.171188369347,99.3737839119439,166.047030489241,97.3527957360278
"SAMPLE_0216",201.062989813081,219.306792826558,159.654171948201,70.5758970225031,167.30773196141,109.526025631473
"SAMPLE_0217",167.986413711694,192.627332372864,122.203435678612,61.0123526772568,168.435790604752,111.445097151357
"SAMPLE_0218",170.066730088563,189.597337716042,131.305972041202,60.5537706461943,156.449814844315,104.171345399389
"SAMPLE_0219",142.092729622788,162.259521722321,114.023595017436,59.3030477230967,157.571137588645,108.073630110896
"SAMPLE_0220",122.747446398413,133.769310419982,94.808259260966,40.262669444987,173.456469653824,94.2446501550795
"SAMPLE_0221",184.723709507449,204.302136176072,157.786245432565,74.8853881511714,173.235979838332,120.16277942532
"SAMPLE_0222",194.045676437815,197.269166892524,146.308064785687,74.5092381055946,168.998780544145,103.00992700929
"SAMPLE_0223",202.283141511157,223.866693363818,140.520586983801,74.1667600745274,178.516202707571,105.562658502978
"SAMPLE_0224",176.441886804249,169.649304512748,133.883766523993,56.7986017603632,134.970863311603,101.355259161266
"SAMPLE_0225",188.871513966785,219.155300851649,153.358894941158,76.3370949545483,151.775646045737,91.5340059753889
"SAMPLE_0226",175.049095050556,193.147238631272,148.996863416458,54.2744600810931,171.147434534131,111.922987763843
"SAMPLE_0227",146.038765733368,158.947118137364,114.232930781017,43.9124877515072,211.095466610158,115.060689626715
"SAMPLE_0228",125.838248472778,128.35406929305,115.603642183718,33.5636127845302,139.695099286001,86.0015111088639
"SAMPLE_0229",238.455199777862,266.866341619646,192.668564880068,93.4334031582661,180.704043363186,105.474440360098
"SAMPLE_0230",201.230504315808,250.787174473702,174.028188048282,86.1490910496174,139.863241844545,87.2352634830609
"SAMPLE_0231",236.026373732596,273.292257701717,173.49981297803,100.222850946817,152.111562167513,112.113706106976
"SAMPLE_0232",162.920068563369,181.947548976175,148.664864135098,50.6089544687327,155.592835524728,107.275542331973
"SAMPLE_0233",187.752862776957,186.652319036758,150.382960146492,73.7903114013371,202.972707050706,125.394182075794
"SAMPLE_0234",124.833770650908,139.339537642193,91.0191462339268,42.9429191398997,161.730981749556,95.1946840474532
"SAMPLE_0235",160.539813461254,174.682758553088,132.64825071166,54.1332927761716,171.776393981516,108.830208737462
"SAMPLE_0236",170.78970464989,204.65016623414,132.295975524421,68.531503217387,176.405294790522,104.60268642269
"SAMPLE_0237",163.289008072334,181.287309968391,131.476261723137,62.9695012207001,152.128830195114,104.538115505212
"SAMPLE_0238",204.635478664693,225.526386182652,161.025200162231,79.4926261424414,193.270449288821,118.489055923389
"SAMPLE_0239",150.583528996614,145.38517103602,125.445549392663,47.6900348097375,158.92816369389,94.5825274527154
"SAMPLE_0240",191.374223947211,232.143595014004,169.431399355607,80.1145434622425,148.274068366063,96.0681652543119
"SAMPLE_0241",218.083307312824,270.492365766301,177.851396180504,94.335303581127,154.291120462546,96.6650472422779
"SAMPLE_0242",142.822592845476,152.568977659276,125.482356440516,45.3258451056351,163.399949444513,98.9551895379182
"SAMPLE_0243",228.022559305341,272.310744138842,188.106313166159,88.9393692706377,186.524219472377,108.188798461536
"SAMPLE_0244",142.019885363984,159.62355130465,116.325443235684,60.0851875595182,170.343453434933,120.681121398197
"SAMPLE_0245",181.975139725843,200.183375150249,144.287058802076,74.4128748865609,148.255894183432,82.1801469390046
"SAMPLE_0246",229.132664567086,232.008535004201,180.134368566608,83.7752766320548,149.866151040141,101.023418089194
"SAMPLE_0247",147.251535730302,173.928134877852,121.513829436995,42.6110127761029,177.952526148301,107.08396535122
"SAMPLE_0248",181.377651897168,213.741458028108,161.270514290004,73.5539153132306,156.48189020576,88.3423101799522
"SAMPLE_0249",194.689602553036,247.549340949703,174.577272719071,86.6485283258771,164.085454247087,111.009566853484
"SAMPLE_0250",163.517960823017,172.654507437198,132.791899116426,57.2439641871514,181.549797582235,122.945556086739
"SAMPLE_0251",168.803598858202,196.485500823746,148.253961687703,59.5775269147327,146.93368005623,90.8522847281491
"SAMPLE_0252",188.990275557778,217.574612240909,162.887649087178,80.5023447187959,166.824922470244,97.2091651969683
"SAMPLE_0253",115.506021630875,115.392018792138,98.6834293717227,30.2875637587269,172.54225087823,123.950016049406
"SAMPLE_0254",175.984722940381,191.416453557815,145.805966974865,59.5530573615033,169.04671736427,131.075285528711
"SAMPLE_0255",188.543895239688,190.135318155359,153.460440661099,67.7594573133716,191.595551580253,111.789414026717
