"pt_id","day","time_group","clustnm","n_cells","fraction"
2047,21,"Day21","C17_Naive B",7,0.00141414141414141
2047,21,"Day21","C1_NK",1348,0.272323232323232
2047,21,"Day21","C3_CD14+ monocytes",424,0.0856565656565657
2047,21,"Day21","C4_CD16+ monocytes",481,0.0971717171717172
2047,21,"Day21","C5_B",146,0.0294949494949495
2047,21,"Day21","C6_CD8 T",289,0.0583838383838384
2047,21,"Day21","C7_cDC2",167,0.0337373737373737
2047,21,"Day21","C8_CD14+BDCA1+PD-L1+ cells",1,0.000202020202020202
2047,21,"Day21","C9_Platelets",294,0.0593939393939394
2047,22,"Day22","C0_CD4 T",765,0.141430948419301
2047,22,"Day22","C10_Naive CD8 T",129,0.0238491403216861
2047,22,"Day22","C11_pDC",83,0.0153447957108523
2047,22,"Day22","C12_Tregs",39,0.007210205213533
2047,22,"Day22","C13_cDC1",28,0.00517655758920318
2047,22,"Day22","C14_Plasmablasts",46,0.0085043446108338
2047,22,"Day22","C15_HPCs",84,0.0155296727676095
2047,22,"Day22","C16_NK T",45,0.00831946755407654
2047,22,"Day22","C17_Naive B",3,0.000554631170271769
2047,22,"Day22","C1_NK",1824,0.337215751525236
2047,22,"Day22","C2",5,0.000924385283786282
2047,22,"Day22","C3_CD14+ monocytes",598,0.110556479940839
2047,22,"Day22","C4_CD16+ monocytes",814,0.150489924200407
2047,22,"Day22","C5_B",98,0.0181179515622111
2047,22,"Day22","C6_CD8 T",227,0.0419670918838972
2047,22,"Day22","C7_cDC2",307,0.0567572564244777
2047,22,"Day22","C8_CD14+BDCA1+PD-L1+ cells",9,0.00166389351081531
2047,22,"Day22","C9_Platelets",305,0.0563875023109632
2047,28,"Day28","C0_CD4 T",818,0.206983805668016
2047,28,"Day28","C10_Naive CD8 T",139,0.0351720647773279
2047,28,"Day28","C11_pDC",31,0.00784412955465587
2047,28,"Day28","C12_Tregs",26,0.00657894736842105
2047,28,"Day28","C13_cDC1",13,0.00328947368421053
2047,28,"Day28","C14_Plasmablasts",19,0.00480769230769231
2047,28,"Day28","C15_HPCs",63,0.0159412955465587
2047,28,"Day28","C16_NK T",15,0.00379554655870445
2047,28,"Day28","C17_Naive B",15,0.00379554655870445
2047,28,"Day28","C1_NK",1505,0.38081983805668
2047,28,"Day28","C3_CD14+ monocytes",394,0.0996963562753036
2047,28,"Day28","C4_CD16+ monocytes",321,0.0812246963562753
2047,28,"Day28","C5_B",101,0.0255566801619433
2047,28,"Day28","C6_CD8 T",239,0.0604757085020243
2047,28,"Day28","C7_cDC2",100,0.0253036437246964
2047,28,"Day28","C9_Platelets",153,0.0387145748987854
2047,42,"Day42","C0_CD4 T",662,0.162453987730061
2047,42,"Day42","C10_Naive CD8 T",110,0.0269938650306748
2047,42,"Day42","C11_pDC",46,0.0112883435582822
2047,42,"Day42","C12_Tregs",27,0.00662576687116564
2047,42,"Day42","C13_cDC1",20,0.0049079754601227
2047,42,"Day42","C14_Plasmablasts",11,0.00269938650306748
2047,42,"Day42","C15_HPCs",44,0.0107975460122699
2047,42,"Day42","C16_NK T",42,0.0103067484662577
2047,42,"Day42","C17_Naive B",6,0.00147239263803681
2047,42,"Day42","C1_NK",1136,0.278773006134969
2047,42,"Day42","C2",5,0.00122699386503067
2047,42,"Day42","C3_CD14+ monocytes",594,0.145766871165644
2047,42,"Day42","C4_CD16+ monocytes",435,0.106748466257669
2047,42,"Day42","C5_B",60,0.0147239263803681
2047,42,"Day42","C6_CD8 T",210,0.0515337423312883
2047,42,"Day42","C7_cDC2",169,0.0414723926380368
2047,42,"Day42","C8_CD14+BDCA1+PD-L1+ cells",5,0.00122699386503067
2047,42,"Day42","C9_Platelets",493,0.120981595092025
2049,0,"Day0_baseline","C0_CD4 T",1515,0.274705349048051
2049,0,"Day0_baseline","C10_Naive CD8 T",222,0.0402538531278332
2049,0,"Day0_baseline","C11_pDC",58,0.0105167724388033
2049,0,"Day0_baseline","C12_Tregs",70,0.0126926563916591
2049,0,"Day0_baseline","C13_cDC1",34,0.00616500453309157
2049,0,"Day0_baseline","C14_Plasmablasts",13,0.00235720761559384
2049,0,"Day0_baseline","C15_HPCs",8,0.0014505893019039
2049,0,"Day0_baseline","C16_NK T",23,0.00417044424297371
2049,0,"Day0_baseline","C17_Naive B",20,0.00362647325475975
2049,0,"Day0_baseline","C1_NK",761,0.137987307343608
2049,0,"Day0_baseline","C2",4,0.000725294650951949
2049,0,"Day0_baseline","C3_CD14+ monocytes",685,0.124206708975521
2049,0,"Day0_baseline","C4_CD16+ monocytes",327,0.0592928377153219
2049,0,"Day0_baseline","C5_B",807,0.146328195829556
2049,0,"Day0_baseline","C6_CD8 T",538,0.0975521305530372
2049,0,"Day0_baseline","C7_cDC2",291,0.0527651858567543
2049,0,"Day0_baseline","C8_CD14+BDCA1+PD-L1+ cells",1,0.000181323662737987
2049,0,"Day0_baseline","C9_Platelets",138,0.0250226654578422
2049,1,"Early_post_vaccination","C0_CD4 T",856,0.22033462033462
2049,1,"Early_post_vaccination","C10_Naive CD8 T",179,0.0460746460746461
2049,1,"Early_post_vaccination","C11_pDC",58,0.0149292149292149
2049,1,"Early_post_vaccination","C12_Tregs",34,0.00875160875160875
2049,1,"Early_post_vaccination","C13_cDC1",21,0.00540540540540541
2049,1,"Early_post_vaccination","C14_Plasmablasts",19,0.00489060489060489
2049,1,"Early_post_vaccination","C15_HPCs",9,0.00231660231660232
2049,1,"Early_post_vaccination","C16_NK T",14,0.0036036036036036
2049,1,"Early_post_vaccination","C17_Naive B",9,0.00231660231660232
2049,1,"Early_post_vaccination","C1_NK",694,0.178635778635779
2049,1,"Early_post_vaccination","C2",12,0.00308880308880309
2049,1,"Early_post_vaccination","C3_CD14+ monocytes",358,0.0921492921492922
2049,1,"Early_post_vaccination","C4_CD16+ monocytes",228,0.0586872586872587
2049,1,"Early_post_vaccination","C5_B",339,0.0872586872586873
2049,1,"Early_post_vaccination","C6_CD8 T",359,0.0924066924066924
2049,1,"Early_post_vaccination","C7_cDC2",309,0.0795366795366795
2049,1,"Early_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",23,0.00592020592020592
2049,1,"Early_post_vaccination","C9_Platelets",364,0.0936936936936937
2049,2,"Early_post_vaccination","C0_CD4 T",1318,0.232574554437974
2049,2,"Early_post_vaccination","C10_Naive CD8 T",196,0.034586200811717
2049,2,"Early_post_vaccination","C11_pDC",154,0.027174872066349
2049,2,"Early_post_vaccination","C12_Tregs",38,0.00670548791247574
2049,2,"Early_post_vaccination","C13_cDC1",16,0.00282336333156873
2049,2,"Early_post_vaccination","C14_Plasmablasts",29,0.00511734603846833
2049,2,"Early_post_vaccination","C15_HPCs",11,0.0019410622904535
2049,2,"Early_post_vaccination","C16_NK T",8,0.00141168166578437
2049,2,"Early_post_vaccination","C17_Naive B",19,0.00335274395623787
2049,2,"Early_post_vaccination","C1_NK",1173,0.206987824245633
2049,2,"Early_post_vaccination","C2",15,0.00264690312334569
2049,2,"Early_post_vaccination","C3_CD14+ monocytes",735,0.129698253043939
2049,2,"Early_post_vaccination","C4_CD16+ monocytes",552,0.0974060349391212
2049,2,"Early_post_vaccination","C5_B",529,0.0933474501499912
2049,2,"Early_post_vaccination","C6_CD8 T",564,0.0995235574377978
2049,2,"Early_post_vaccination","C7_cDC2",202,0.0356449620610552
2049,2,"Early_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",10,0.00176460208223046
2049,2,"Early_post_vaccination","C9_Platelets",98,0.0172931004058585
2049,7,"Day7_post_vaccination","C0_CD4 T",1191,0.241435232110278
2049,7,"Day7_post_vaccination","C10_Naive CD8 T",228,0.0462193391445368
2049,7,"Day7_post_vaccination","C11_pDC",60,0.0121629839854044
2049,7,"Day7_post_vaccination","C12_Tregs",55,0.0111494019866207
2049,7,"Day7_post_vaccination","C13_cDC1",39,0.00790593959051287
2049,7,"Day7_post_vaccination","C14_Plasmablasts",24,0.00486519359416177
2049,7,"Day7_post_vaccination","C15_HPCs",6,0.00121629839854044
2049,7,"Day7_post_vaccination","C16_NK T",19,0.00385161159537807
2049,7,"Day7_post_vaccination","C17_Naive B",25,0.00506790999391851
2049,7,"Day7_post_vaccination","C1_NK",703,0.142509629028988
2049,7,"Day7_post_vaccination","C2",10,0.0020271639975674
2049,7,"Day7_post_vaccination","C3_CD14+ monocytes",635,0.12872491384553
2049,7,"Day7_post_vaccination","C4_CD16+ monocytes",171,0.0346645043584026
2049,7,"Day7_post_vaccination","C5_B",657,0.133184674640178
2049,7,"Day7_post_vaccination","C6_CD8 T",597,0.121021690654774
2049,7,"Day7_post_vaccination","C7_cDC2",262,0.053111696736266
2049,7,"Day7_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",1,0.00020271639975674
2049,7,"Day7_post_vaccination","C9_Platelets",250,0.0506790999391851
2049,21,"Day21","C0_CD4 T",1742,0.268412942989214
2049,21,"Day21","C10_Naive CD8 T",287,0.0442218798151002
2049,21,"Day21","C11_pDC",96,0.0147919876733436
2049,21,"Day21","C12_Tregs",47,0.00724191063174114
2049,21,"Day21","C13_cDC1",31,0.00477657935285054
2049,21,"Day21","C14_Plasmablasts",20,0.00308166409861325
2049,21,"Day21","C15_HPCs",7,0.00107858243451464
2049,21,"Day21","C16_NK T",33,0.00508474576271186
2049,21,"Day21","C17_Naive B",38,0.00585516178736518
2049,21,"Day21","C1_NK",923,0.142218798151002
2049,21,"Day21","C2",14,0.00215716486902928
2049,21,"Day21","C3_CD14+ monocytes",858,0.132203389830508
2049,21,"Day21","C4_CD16+ monocytes",379,0.0583975346687211
2049,21,"Day21","C5_B",826,0.127272727272727
2049,21,"Day21","C6_CD8 T",696,0.107241910631741
2049,21,"Day21","C7_cDC2",309,0.0476117103235747
2049,21,"Day21","C8_CD14+BDCA1+PD-L1+ cells",1,0.000154083204930663
2049,21,"Day21","C9_Platelets",183,0.0281972265023112
2049,22,"Day22","C0_CD4 T",1297,0.255365229375861
2049,22,"Day22","C10_Naive CD8 T",187,0.0368182713132506
2049,22,"Day22","C11_pDC",37,0.00728489860208702
2049,22,"Day22","C12_Tregs",78,0.0153573538098051
2049,22,"Day22","C13_cDC1",9,0.00177200236266982
2049,22,"Day22","C14_Plasmablasts",16,0.00315022642252412
2049,22,"Day22","C15_HPCs",8,0.00157511321126206
2049,22,"Day22","C16_NK T",15,0.00295333727111636
2049,22,"Day22","C17_Naive B",9,0.00177200236266982
2049,22,"Day22","C1_NK",244,0.0480409529434928
2049,22,"Day22","C2",7,0.0013782240598543
2049,22,"Day22","C3_CD14+ monocytes",15,0.00295333727111636
2049,22,"Day22","C4_CD16+ monocytes",166,0.0326835991336877
2049,22,"Day22","C5_B",774,0.152392203189604
2049,22,"Day22","C6_CD8 T",281,0.0553258515455798
2049,22,"Day22","C7_cDC2",15,0.00295333727111636
2049,22,"Day22","C8_CD14+BDCA1+PD-L1+ cells",1600,0.315022642252412
2049,22,"Day22","C9_Platelets",321,0.0632014176018901
2049,28,"Day28","C0_CD4 T",865,0.207185628742515
2049,28,"Day28","C10_Naive CD8 T",118,0.0282634730538922
2049,28,"Day28","C11_pDC",33,0.00790419161676647
2049,28,"Day28","C12_Tregs",28,0.0067065868263473
2049,28,"Day28","C13_cDC1",43,0.0102994011976048
2049,28,"Day28","C14_Plasmablasts",21,0.00502994011976048
2049,28,"Day28","C15_HPCs",13,0.00311377245508982
2049,28,"Day28","C16_NK T",8,0.00191616766467066
2049,28,"Day28","C17_Naive B",5,0.00119760479041916
2049,28,"Day28","C1_NK",371,0.0888622754491018
2049,28,"Day28","C2",8,0.00191616766467066
2049,28,"Day28","C3_CD14+ monocytes",944,0.226107784431138
2049,28,"Day28","C4_CD16+ monocytes",225,0.0538922155688623
2049,28,"Day28","C5_B",475,0.11377245508982
2049,28,"Day28","C6_CD8 T",436,0.104431137724551
2049,28,"Day28","C7_cDC2",482,0.115449101796407
2049,28,"Day28","C8_CD14+BDCA1+PD-L1+ cells",3,0.000718562874251497
2049,28,"Day28","C9_Platelets",97,0.0232335329341317
2049,42,"Day42","C0_CD4 T",1362,0.272781894652514
2049,42,"Day42","C10_Naive CD8 T",254,0.0508712197075906
2049,42,"Day42","C11_pDC",75,0.0150210294412177
2049,42,"Day42","C12_Tregs",38,0.00761065491688364
2049,42,"Day42","C13_cDC1",37,0.00741037452433407
2049,42,"Day42","C14_Plasmablasts",17,0.00340476667334268
2049,42,"Day42","C15_HPCs",9,0.00180252353294612
2049,42,"Day42","C16_NK T",30,0.00600841177648708
2049,42,"Day42","C17_Naive B",11,0.00220308431804526
2049,42,"Day42","C1_NK",711,0.142399359102744
2049,42,"Day42","C2",2,0.000400560785099139
2049,42,"Day42","C3_CD14+ monocytes",417,0.0835169236931704
2049,42,"Day42","C4_CD16+ monocytes",226,0.0452633687162027
2049,42,"Day42","C5_B",590,0.118165431604246
2049,42,"Day42","C6_CD8 T",627,0.12557580612858
2049,42,"Day42","C7_cDC2",339,0.067895053074304
2049,42,"Day42","C8_CD14+BDCA1+PD-L1+ cells",2,0.000400560785099139
2049,42,"Day42","C9_Platelets",246,0.0492689765671941
2051,0,"Day0_baseline","C0_CD4 T",745,0.215069284064665
2051,0,"Day0_baseline","C10_Naive CD8 T",261,0.0753464203233256
2051,0,"Day0_baseline","C11_pDC",55,0.0158775981524249
2051,0,"Day0_baseline","C12_Tregs",15,0.00433025404157044
2051,0,"Day0_baseline","C13_cDC1",38,0.0109699769053118
2051,0,"Day0_baseline","C14_Plasmablasts",9,0.00259815242494226
2051,0,"Day0_baseline","C15_HPCs",15,0.00433025404157044
2051,0,"Day0_baseline","C16_NK T",7,0.00202078521939954
2051,0,"Day0_baseline","C17_Naive B",11,0.00317551963048499
2051,0,"Day0_baseline","C1_NK",324,0.0935334872979215
2051,0,"Day0_baseline","C2",3,0.000866050808314088
2051,0,"Day0_baseline","C3_CD14+ monocytes",580,0.16743648960739
2051,0,"Day0_baseline","C4_CD16+ monocytes",429,0.123845265588915
2051,0,"Day0_baseline","C5_B",346,0.0998845265588914
2051,0,"Day0_baseline","C6_CD8 T",294,0.0848729792147806
2051,0,"Day0_baseline","C7_cDC2",231,0.0666859122401848
2051,0,"Day0_baseline","C8_CD14+BDCA1+PD-L1+ cells",3,0.000866050808314088
2051,0,"Day0_baseline","C9_Platelets",98,0.0282909930715935
2051,1,"Early_post_vaccination","C0_CD4 T",765,0.149297423887588
2051,1,"Early_post_vaccination","C10_Naive CD8 T",301,0.0587431693989071
2051,1,"Early_post_vaccination","C11_pDC",163,0.0318110850897736
2051,1,"Early_post_vaccination","C12_Tregs",21,0.0040983606557377
2051,1,"Early_post_vaccination","C13_cDC1",28,0.00546448087431694
2051,1,"Early_post_vaccination","C14_Plasmablasts",48,0.00936768149882904
2051,1,"Early_post_vaccination","C15_HPCs",51,0.00995316159250586
2051,1,"Early_post_vaccination","C16_NK T",16,0.00312256049960968
2051,1,"Early_post_vaccination","C17_Naive B",8,0.00156128024980484
2051,1,"Early_post_vaccination","C1_NK",833,0.162568306010929
2051,1,"Early_post_vaccination","C2",2,0.00039032006245121
2051,1,"Early_post_vaccination","C3_CD14+ monocytes",733,0.143052302888368
2051,1,"Early_post_vaccination","C4_CD16+ monocytes",704,0.137392661982826
2051,1,"Early_post_vaccination","C5_B",197,0.0384465261514442
2051,1,"Early_post_vaccination","C6_CD8 T",506,0.0987509758001561
2051,1,"Early_post_vaccination","C7_cDC2",715,0.139539422326308
2051,1,"Early_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",28,0.00546448087431694
2051,1,"Early_post_vaccination","C9_Platelets",5,0.000975800156128025
2051,2,"Early_post_vaccination","C0_CD4 T",1217,0.251914717449803
2051,2,"Early_post_vaccination","C10_Naive CD8 T",400,0.0827985924239288
2051,2,"Early_post_vaccination","C11_pDC",61,0.0126267853446491
2051,2,"Early_post_vaccination","C12_Tregs",10,0.00206996481059822
2051,2,"Early_post_vaccination","C13_cDC1",15,0.00310494721589733
2051,2,"Early_post_vaccination","C14_Plasmablasts",29,0.00600289795073484
2051,2,"Early_post_vaccination","C15_HPCs",13,0.00269095425377769
2051,2,"Early_post_vaccination","C16_NK T",3,0.000620989443179466
2051,2,"Early_post_vaccination","C17_Naive B",19,0.00393293314013662
2051,2,"Early_post_vaccination","C1_NK",512,0.105982198302629
2051,2,"Early_post_vaccination","C2",3,0.000620989443179466
2051,2,"Early_post_vaccination","C3_CD14+ monocytes",486,0.100600289795073
2051,2,"Early_post_vaccination","C4_CD16+ monocytes",620,0.12833781825709
2051,2,"Early_post_vaccination","C5_B",380,0.0786586628027324
2051,2,"Early_post_vaccination","C6_CD8 T",652,0.134961705651004
2051,2,"Early_post_vaccination","C7_cDC2",331,0.0685158352308011
2051,2,"Early_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",9,0.0018629683295384
2051,2,"Early_post_vaccination","C9_Platelets",71,0.0146967501552474
2051,7,"Day7_post_vaccination","C0_CD4 T",863,0.196270184216511
2051,7,"Day7_post_vaccination","C10_Naive CD8 T",281,0.0639072094609961
2051,7,"Day7_post_vaccination","C11_pDC",60,0.0136456675005686
2051,7,"Day7_post_vaccination","C12_Tregs",19,0.00432112804184671
2051,7,"Day7_post_vaccination","C13_cDC1",28,0.006367978166932
2051,7,"Day7_post_vaccination","C14_Plasmablasts",41,0.00932453945872186
2051,7,"Day7_post_vaccination","C15_HPCs",17,0.00386627245849443
2051,7,"Day7_post_vaccination","C16_NK T",6,0.00136456675005686
2051,7,"Day7_post_vaccination","C17_Naive B",4,0.000909711166704571
2051,7,"Day7_post_vaccination","C1_NK",562,0.127814418921992
2051,7,"Day7_post_vaccination","C2",3,0.000682283375028428
2051,7,"Day7_post_vaccination","C3_CD14+ monocytes",460,0.104616784171026
2051,7,"Day7_post_vaccination","C4_CD16+ monocytes",724,0.164657721173527
2051,7,"Day7_post_vaccination","C5_B",239,0.0543552422105981
2051,7,"Day7_post_vaccination","C6_CD8 T",561,0.127586991130316
2051,7,"Day7_post_vaccination","C7_cDC2",453,0.103024789629293
2051,7,"Day7_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",2,0.000454855583352286
2051,7,"Day7_post_vaccination","C9_Platelets",74,0.0168296565840346
2051,21,"Day21","C0_CD4 T",993,0.197102024612942
2051,21,"Day21","C10_Naive CD8 T",350,0.0694720127034538
2051,21,"Day21","C11_pDC",98,0.019452163556967
2051,21,"Day21","C12_Tregs",21,0.00416832076220722
2051,21,"Day21","C13_cDC1",39,0.00774116712981342
2051,21,"Day21","C14_Plasmablasts",33,0.00655021834061135
2051,21,"Day21","C15_HPCs",24,0.00476379515680826
2051,21,"Day21","C16_NK T",13,0.00258038904327114
2051,21,"Day21","C17_Naive B",12,0.00238189757840413
2051,21,"Day21","C1_NK",528,0.104803493449782
2051,21,"Day21","C2",1,0.000198491464867011
2051,21,"Day21","C3_CD14+ monocytes",775,0.153830885271933
2051,21,"Day21","C4_CD16+ monocytes",634,0.125843588725685
2051,21,"Day21","C5_B",344,0.0682810639142517
2051,21,"Day21","C6_CD8 T",526,0.104406510520048
2051,21,"Day21","C7_cDC2",526,0.104406510520048
2051,21,"Day21","C8_CD14+BDCA1+PD-L1+ cells",6,0.00119094878920206
2051,21,"Day21","C9_Platelets",115,0.0228265184597062
2051,22,"Day22","C0_CD4 T",683,0.152625698324022
2051,22,"Day22","C10_Naive CD8 T",283,0.0632402234636872
2051,22,"Day22","C11_pDC",86,0.0192178770949721
2051,22,"Day22","C12_Tregs",6,0.00134078212290503
2051,22,"Day22","C13_cDC1",6,0.00134078212290503
2051,22,"Day22","C14_Plasmablasts",10,0.00223463687150838
2051,22,"Day22","C15_HPCs",19,0.00424581005586592
2051,22,"Day22","C16_NK T",20,0.00446927374301676
2051,22,"Day22","C17_Naive B",3,0.000670391061452514
2051,22,"Day22","C1_NK",137,0.0306145251396648
2051,22,"Day22","C3_CD14+ monocytes",43,0.00960893854748603
2051,22,"Day22","C4_CD16+ monocytes",608,0.13586592178771
2051,22,"Day22","C5_B",302,0.0674860335195531
2051,22,"Day22","C6_CD8 T",249,0.0556424581005587
2051,22,"Day22","C7_cDC2",44,0.00983240223463687
2051,22,"Day22","C8_CD14+BDCA1+PD-L1+ cells",1638,0.366033519553073
2051,22,"Day22","C9_Platelets",338,0.0755307262569832
2051,28,"Day28","C0_CD4 T",853,0.167847304210941
2051,28,"Day28","C10_Naive CD8 T",302,0.0594254230617867
2051,28,"Day28","C11_pDC",69,0.0135773317591499
2051,28,"Day28","C12_Tregs",12,0.00236127508854782
2051,28,"Day28","C13_cDC1",15,0.00295159386068477
2051,28,"Day28","C14_Plasmablasts",29,0.00570641479732389
2051,28,"Day28","C15_HPCs",6,0.00118063754427391
2051,28,"Day28","C16_NK T",10,0.00196772924045651
2051,28,"Day28","C17_Naive B",9,0.00177095631641086
2051,28,"Day28","C1_NK",562,0.110586383313656
2051,28,"Day28","C2",2,0.000393545848091303
2051,28,"Day28","C3_CD14+ monocytes",683,0.13439590712318
2051,28,"Day28","C4_CD16+ monocytes",1098,0.216056670602125
2051,28,"Day28","C5_B",407,0.0800865800865801
2051,28,"Day28","C6_CD8 T",484,0.0952380952380952
2051,28,"Day28","C7_cDC2",254,0.0499803227075954
2051,28,"Day28","C8_CD14+BDCA1+PD-L1+ cells",7,0.00137741046831956
2051,28,"Day28","C9_Platelets",280,0.0550964187327824
2051,42,"Day42","C0_CD4 T",325,0.153736991485336
2051,42,"Day42","C10_Naive CD8 T",117,0.0553453169347209
2051,42,"Day42","C11_pDC",19,0.00898770104068117
2051,42,"Day42","C12_Tregs",3,0.00141911069063387
2051,42,"Day42","C13_cDC1",11,0.00520340586565752
2051,42,"Day42","C14_Plasmablasts",14,0.00662251655629139
2051,42,"Day42","C15_HPCs",7,0.0033112582781457
2051,42,"Day42","C16_NK T",12,0.00567644276253548
2051,42,"Day42","C17_Naive B",4,0.00189214758751183
2051,42,"Day42","C1_NK",185,0.087511825922422
2051,42,"Day42","C2",4,0.00189214758751183
2051,42,"Day42","C3_CD14+ monocytes",382,0.180700094607379
2051,42,"Day42","C4_CD16+ monocytes",322,0.152317880794702
2051,42,"Day42","C5_B",131,0.0619678334910123
