"lnp_id","size_nm","charge_mV","peg_mol_percent","ionizable_lipid_fraction","cholesterol_fraction","helper_lipid_fraction","targeting_ligand","mean_safety_score","mean_delivery","mean_adaptive_activation","mean_innate_activation","mean_cytokine_burden","mean_off_target_activation","pareto_optimal"
"LNP_0461",147.472580848262,0.163161694072187,0.483580158650875,0.556838496287352,0.269763949532615,0.173397554180033,1,0.516125668914118,0.53486152282388,1.94849306752482,1.44959934724553,1.60583094937189,0.117921340721144,TRUE
"LNP_0011",145.683334534988,-0.705724516883492,0.284839543141425,0.483861101137589,0.439104709760667,0.0770341891017439,1,0.504457631033552,0.479050173383681,1.93705798735269,1.47005286115892,1.56840757699841,0.35224503078679,TRUE
"LNP_0180",108.175009978004,-1.03713772259653,0.353958562016487,0.445144173552853,0.43156519854507,0.123290627902077,1,0.799514234702885,2.80196420299576,4.01112222640849,1.4500889158394,1.57231794374481,0.519761129736707,FALSE
"LNP_0079",85.1797909243032,1.33468165528029,0.267945685982704,0.430720612426444,0.460881131679279,0.108398255894277,1,0.797945107235541,2.90900016012907,4.16613537466305,1.5209434460945,1.87345527688528,0.61926995328827,FALSE
"LNP_0466",77.077801944688,1.38886549510062,0.445512916892767,0.526246112429754,0.380303940182633,0.0934499473876125,1,0.790927867201161,2.98366148357279,4.12291718413982,1.6089725987248,1.96869915979532,0.709954123500692,FALSE
"LNP_0221",78.2528330106288,-1.62661683280021,0.238268989697099,0.52649488791667,0.287770801388292,0.185734310695038,1,0.789858155988326,2.81100105907368,4.00223346559385,1.4974778196471,1.57675038600972,0.778698381770324,FALSE
"LNP_0140",93.9431536244228,-1.64445796515793,0.203858428541571,0.537716976281056,0.345643035436697,0.116639988282247,1,0.784404678080085,2.87874845888225,4.04619360914878,1.6069069953801,1.66500923233114,0.866810796447542,FALSE
"LNP_0141",81.170220207423,1.87676986213773,0.432716127112508,0.438773974181599,0.454307172924857,0.106918852893543,1,0.783170496031408,3.00142881264724,4.17544598030869,1.64219917778044,2.09239853117057,0.911938063193517,FALSE
"LNP_0186",98.1289800489321,1.01233443710953,0.153998559340835,0.463687385701895,0.33033774675965,0.205974867538455,1,0.782366807979772,2.81161399718353,4.04849682514235,1.58245633331905,1.85428496053259,0.526382692932579,FALSE
"LNP_0370",98.3167669270188,0.960645750164986,0.171623823884875,0.523827971201285,0.368251794149631,0.107920234649084,1,0.779960424480275,2.85845341116799,4.02296276368071,1.66185593017478,1.9024068977188,0.443532020878997,FALSE
"LNP_0210",67.2171746380627,-1.42118817660958,0.316875315923244,0.545897734669014,0.332143630574536,0.121958634756449,1,0.777307425589961,2.64987183574371,3.84498441197131,1.44898685768458,1.50597298197363,0.672160593936507,FALSE
"LNP_0427",80.2904915297404,-3.0396989453584,0.286179745290428,0.525902389689867,0.298062491132276,0.176035119177857,1,0.776005073811655,2.82756845288638,4.04697762037082,1.47233954676309,1.56326206986854,1.5798138836942,FALSE
"LNP_0255",103.107039886527,1.14875166211277,0.157511241268367,0.591165452459411,0.31536321707833,0.093471330462259,1,0.774907509413103,2.79437404191198,3.95939837288984,1.57701308710026,1.91970177160304,0.54801116015033,FALSE
"LNP_0245",81.1869746772572,-3.57343113049865,0.420538120251149,0.382788465056154,0.432405959562547,0.184805575381299,1,0.765753090380572,2.8004260663942,3.99903257748903,1.44989601076863,1.58866479906612,1.85427129654405,FALSE
"LNP_0476",94.4527396932244,2.86443118937314,0.390119745302945,0.52316596548,0.356541447406992,0.120292587113008,1,0.76546025502147,2.96819162988785,4.20541867192496,1.62239571150575,2.25127284913878,1.41231410035672,FALSE
"LNP_0091",63.0695691565052,0.531801590695977,0.422499176114798,0.570619913598039,0.292134981431764,0.137245104970197,1,0.760537627557922,2.57959787934791,3.8022984162042,1.53112296293615,1.79599164550188,0.377189207900359,FALSE
"LNP_0346",87.0214798487723,-4.74487444385886,0.482129480689764,0.457434400196745,0.342177131301389,0.200388468501867,1,0.759800871619537,2.82779216353664,4.04285752641032,1.43145959175473,1.54056609449659,2.39612939221591,FALSE
"LNP_0479",71.7243514023721,-2.96764655970037,0.438374316692352,0.497445002433955,0.354382636381239,0.148172361184806,1,0.755562619628904,2.73762768168337,3.9701409182036,1.53296271467323,1.70034313228441,1.57628196258874,FALSE
"LNP_0196",96.6532702324912,1.66061190422624,0.178068572748452,0.480746501655603,0.348273867491275,0.170979630853122,1,0.755424622550043,2.8032103957336,3.98567817554237,1.71222528229349,2.06442066701823,0.802886937624361,FALSE
"LNP_0133",117.299909261055,-0.841568778268993,0.38119180155918,0.555363743915647,0.338281021338369,0.106355234745984,1,0.755172109119279,2.53361167634922,3.75676447205479,1.53770331132516,1.67735742309361,0.48570456616758,FALSE
"LNP_0124",71.9767631264403,-2.46367166284472,0.225407158210874,0.546867023095595,0.296752285272456,0.156380691631949,1,0.754392054356999,2.64868681695257,3.89875194964244,1.5335378291927,1.63570047902404,1.25551763819775,FALSE
"LNP_0414",99.7948936186731,1.52490337844938,0.164386600535363,0.59286966262149,0.295087133582735,0.112043203795774,1,0.749853609740418,2.80587959528706,4.04843943090255,1.79844185384536,2.14969952049546,0.759994517083847,FALSE
"LNP_0361",64.3817043630406,-1.51095809880644,0.35955299185589,0.483462005381116,0.35247579199346,0.164062202625424,1,0.749767303255298,2.49543932519166,3.77583285552928,1.50720981659938,1.59670996365251,0.79920022714242,FALSE
"LNP_0066",94.8516341391951,3.07533364742994,0.385260075516999,0.478430011157797,0.307832555612139,0.213737433230064,1,0.748287014221568,2.90886138645325,4.25112645775308,1.69387589753421,2.35806937301795,1.6007061446843,FALSE
"LNP_0387",68.5296441894025,-1.58433248754591,0.186026698723435,0.435040565857467,0.394398361108528,0.170561073034005,1,0.747699037872364,2.47384620229716,3.78471348051708,1.52180152499985,1.57175845566541,0.804889082267133,FALSE
"LNP_0208",78.8239280693233,-2.47111013624817,0.163065111171454,0.466697291564008,0.366337065837646,0.166965642598346,1,0.745707886348224,2.65138238807877,3.91045064946806,1.64025931314715,1.69461389424613,1.22543091008894,FALSE
"LNP_0480",120.48722456675,-1.61908550187945,0.431282921507955,0.518653265821846,0.410247313247181,0.0710994209309734,1,0.744826213953719,2.3671693279323,3.61004557955178,1.37976149965632,1.43236923414115,0.864225198965829,FALSE
"LNP_0437",60.817852942273,0.519485482946038,0.358206245675683,0.532797285146388,0.313021145123866,0.154181569729747,1,0.742763784366182,2.41679922936381,3.66027527399911,1.55439420023984,1.73642974616347,0.262319535536533,FALSE
"LNP_0423",109.626354463398,-2.72514610551298,0.266289060562849,0.553421391008186,0.29363391324062,0.152944695751194,1,0.741331353828793,2.62794978975099,3.91849853210829,1.6324530124877,1.6538701606134,1.4089916822661,FALSE
"LNP_0343",102.602966013364,2.25446937140077,0.253737013787031,0.426824862763834,0.406169896784864,0.167005240451302,1,0.740155856408216,2.73339869218578,3.88103061274746,1.64917230505264,2.15137844956977,1.07364145387906,FALSE
"LNP_0497",75.3098994027823,2.8422763897106,0.49648768696934,0.409418798928009,0.417925204391451,0.172655996680539,1,0.738857088087324,2.85240608346508,4.08727920935526,1.69865411297634,2.36661219074307,1.4746381969066,FALSE
"LNP_0192",82.1482756407931,2.69601019565016,0.322031241096556,0.492451268021807,0.377697105756558,0.129851626221634,1,0.737751455472889,2.88043159102564,4.0709545705141,1.7707319074977,2.34299668172653,1.4021342552897,FALSE
"LNP_0494",120.158511842601,-1.99661643244326,0.406275866832584,0.425405822751866,0.473497626593823,0.101096550654311,1,0.731650744208098,2.32527563376353,3.64017506101752,1.42936640321676,1.54112834046232,0.994828154525218,FALSE
"LNP_0406",94.9802484130487,0.226291930302978,0.403274215571582,0.516308419445917,0.33083055585591,0.152861024698173,0,0.729450282236532,2.3933504371212,3.3248018899173,1.45245283855647,1.5866819852529,0.680410920532094,FALSE
"LNP_0160",71.799066872336,-2.98910453915596,0.183999223448336,0.532688068240611,0.322373801907196,0.144938129852193,1,0.724404451452643,2.53191937511831,3.79635860477345,1.63657265716777,1.70705420764104,1.45324330730449,FALSE
"LNP_0335",81.4270780421793,3.33011434413493,0.275309815071523,0.405334906251748,0.460545084632759,0.134120009115492,1,0.723246909171245,2.74891208476896,4.04457992148539,1.68224553229353,2.40645874161057,1.6521269320929,FALSE
"LNP_0127",65.4202300822362,-4.52497460413724,0.47243985645473,0.495705326794892,0.420238884936402,0.084055788268706,1,0.722928474587943,2.38419737935162,3.71181451483461,1.31310860830222,1.44553425503272,2.18681266876115,FALSE
"LNP_0056",70.653138961643,1.73917313572019,0.210575953498483,0.511674870439076,0.328180664879609,0.160144464681315,1,0.72231257029354,2.57839725993369,3.77876662211104,1.71228053751513,2.13578711586589,0.872961873208814,FALSE
"LNP_0339",114.39229149837,-4.21295709908009,0.437565883249044,0.4952267305992,0.368538979737981,0.136234289662819,1,0.722239001241347,2.38643413086016,3.7128931178142,1.37845696448934,1.45032683781143,2.01278772816095,FALSE
"LNP_0228",106.025326368399,2.25559297949076,0.19042548192665,0.56802303015318,0.348993888188273,0.0829830816585472,1,0.722187758096881,2.67230593634384,3.94823825190393,1.77131395066267,2.30441760988447,1.1023693600464,FALSE
"LNP_0415",77.6049672625959,-3.72314855922014,0.173176276870072,0.452985436361898,0.379267989058194,0.167746574579908,1,0.71990010781696,2.57224180357188,3.80100745290675,1.61660060628954,1.70487316712498,1.86264026123725,FALSE
"LNP_0153",88.7909029843286,-0.484989886172116,0.399842838384211,0.433950636910407,0.384746412908648,0.181302950180945,0,0.719434557165393,2.3178650450099,3.31693083791995,1.44723314039802,1.52160281708495,0.897054012264464,FALSE
"LNP_0333",123.779740300961,-0.740495775826275,0.332573263067752,0.522472967085931,0.339001607117719,0.13852542579635,1,0.716147028576032,2.16741963322001,3.50180559664507,1.52936266984317,1.63433336521643,0.365860090830011,FALSE
"LNP_0159",94.476800202392,0.0581660820171237,0.30416452055797,0.5109793424211,0.410971489572261,0.078049168006639,0,0.712858314417015,2.35098464059937,3.4356839027812,1.59728327746526,1.74154044802022,0.722084564897471,FALSE
"LNP_0102",83.2823540316895,3.72980702202767,0.391105084121227,0.451161832335164,0.379532254264412,0.169305913400424,1,0.71172721278302,2.83903666140206,4.06162451556611,1.80325460853655,2.58236339268893,1.87407887003951,FALSE
"LNP_0212",75.2964928513393,0.416847025044262,0.499553059600294,0.418021898426446,0.439291505741024,0.142686595832531,0,0.71130064608641,2.26209873523733,3.20523888940136,1.42882318620996,1.61072999567763,0.773137883692174,FALSE
"LNP_0246",122.45543464087,0.558580006472766,0.211713522020727,0.37211402159619,0.4485234604696,0.17936251793421,1,0.707405387699767,2.08674298839769,3.43751336650364,1.5393745127086,1.68672294163085,0.211835994147556,FALSE
"LNP_0284",72.4985329201445,3.08801533188671,0.402439205534756,0.479081828882705,0.333758349446487,0.187159821670808,1,0.706381138018802,2.67297814479805,3.8938545172672,1.75105636399281,2.45858357445644,1.51906067932615,FALSE
"LNP_0398",60.105849406682,-2.38192599732429,0.286401465628296,0.522928186416402,0.337576614000767,0.139495199582831,1,0.705006509248042,2.21992764050715,3.6217425785007,1.53993259375103,1.60882365581672,1.21990903893651,FALSE
"LNP_0493",95.978519320488,1.44297359045595,0.49857828291133,0.51263961187414,0.331063669156799,0.156296718969061,0,0.704914652798009,2.44544791418373,3.45119870832634,1.54867596027082,1.94860034783702,1.30463439024124,FALSE
"LNP_0268",84.732463140972,-1.75433774013072,0.474930946156383,0.455685445128992,0.448088917876037,0.0962256369949717,0,0.703555701234871,2.37633001098328,3.33692307897752,1.52766565728406,1.57193623439779,1.47901488989221,FALSE
"LNP_0040",73.1625785352662,-4.50909272767603,0.279092039354146,0.445354897198398,0.378783270643247,0.175861832158354,1,0.703096731158269,2.450011439641,3.67257007925643,1.51427084183652,1.67591609381696,2.23823284152551,FALSE
"LNP_0378",70.8876348566264,3.8639780273661,0.481136401835829,0.470111819571979,0.419809074009277,0.110079106418744,1,0.698268934211487,2.66300046882478,3.86114862967857,1.67408716940493,2.49249542509339,1.95640154168003,FALSE
"LNP_0418",82.1725537767634,0.628186715766788,0.224992945045233,0.513433324492682,0.33151381176361,0.155052863743708,0,0.69535871189524,2.24879389696898,3.23399636373512,1.54979871769681,1.71265268778175,0.906114656240839,FALSE
"LNP_0244",113.305535982363,1.94706965237856,0.276096739806235,0.414606047326271,0.523771811576271,0.0616221410974585,1,0.69529313141527,2.43156601564017,3.74142240990366,1.78764244246245,2.22504394986357,1.00827179251384,FALSE
"LNP_0345",98.6411764053628,1.00518092978746,0.361850697919726,0.525208821621478,0.316277506624429,0.158513671754094,0,0.694114189296568,2.32369913356908,3.3921443610992,1.60310324191959,1.88818369182665,1.09993581972266,FALSE
"LNP_0022",119.28034061566,-2.70657944027334,0.417095336690545,0.422581976338178,0.403725893769031,0.173692129892791,1,0.693615877399288,2.25802430037273,3.5183352839902,1.59419563229137,1.70434939058891,1.35788217499129,FALSE
"LNP_0489",92.894859588705,-6.1737562622875,0.332857558876276,0.576193392417098,0.343405560486484,0.0804010470964186,1,0.693038588563157,2.51701262943239,3.75456544628658,1.49721601873274,1.66874598969542,3.10168520983585,FALSE
"LNP_0039",81.8181007634848,0.710827833972871,0.270754230581224,0.483593431453983,0.366676960862261,0.149729607683756,0,0.690035113177271,2.21653677903622,3.22172475978559,1.54680144879614,1.76289828913631,0.924746349415973,FALSE
"LNP_0312",96.4665941894054,3.90210488811135,0.246392055321485,0.581723531571741,0.292406554403864,0.125869914024395,1,0.689704534974367,2.74307270600587,3.95299568859068,1.85346352848908,2.67184371623465,1.95590779101196,FALSE
"LNP_0187",76.503273146227,0.446715322323143,0.254999303072691,0.489719771258062,0.426336901896178,0.0839433268457607,0,0.688746097659018,2.15404538708282,3.14768652648659,1.49255721481603,1.70382156962732,0.8691402662149,FALSE
"LNP_0213",71.625478961505,3.19242674391717,0.202269246801734,0.474754294873261,0.364293619821478,0.160952085305261,1,0.687527077420017,2.48499786775168,3.86899299261085,1.75296149899648,2.42023603341738,1.58848051979092,FALSE
"LNP_0481",71.5166488196701,-0.842464058659971,0.404657737724483,0.536960837837878,0.296424013667027,0.166615148495095,0,0.685233041459009,2.14217960772516,3.17008027825177,1.51520880513743,1.65982874281943,0.993049456818029,FALSE
"LNP_0055",106.094798375852,0.594281828962266,0.322125436738133,0.423860856117254,0.411283064814853,0.164856079067893,0,0.684510321616434,2.07800065910185,3.05357300580928,1.43308060685577,1.63566311185985,0.87834552108659,FALSE
"LNP_0278",96.6472376836464,-1.85461420100182,0.349251664802432,0.508141135583716,0.418396550040074,0.0734623143762104,0,0.682769552196065,2.26078082715862,3.2222084146389,1.53940496565719,1.686257350582,1.51466930759368,FALSE
"LNP_0349",72.9244840331376,-5.27530128136277,0.314543972350657,0.553232114665062,0.352531975504902,0.0942359098300359,1,0.682286963420901,2.39707498989782,3.68581129575671,1.58120499478617,1.66009762288799,2.72327900370779,FALSE
"LNP_0154",74.6448994148523,1.34238932281733,0.467581898067147,0.571680562570489,0.362003970861303,0.0663154665682077,0,0.680594141549672,2.23508329317543,3.20909987403761,1.51621469230587,1.90642097428407,1.26452947295403,FALSE
"LNP_0144",68.384952400811,-2.29616813361645,0.481503449846059,0.635146305455294,0.281821798563881,0.0830318959808256,0,0.677928987076693,2.08000184776172,3.08021036980303,1.33362422927398,1.4654680727904,1.74046152099366,FALSE
"LNP_0305",113.013185281307,-4.74407391622663,0.39146581524983,0.474369533672643,0.371032883360739,0.154597582966617,1,0.676467597783941,2.32054326870481,3.55699717716468,1.58257783778441,1.68880972646743,2.41635767582467,FALSE
"LNP_0077",87.9816537722945,-1.73389183823019,0.20856360187754,0.467034795311028,0.463078981713432,0.0698862229755401,0,0.674426725974444,2.19071125480303,3.24428540882787,1.61138570964925,1.65533866541615,1.44416475577179,FALSE
"LNP_0030",64.7113647311926,-3.94224750809371,0.322070881910622,0.407703176833876,0.398528991880257,0.193767831285867,1,0.673921219734529,2.25985947689393,3.51467656530525,1.63783596380053,1.73015598567392,1.99262494929409,FALSE
"LNP_0338",114.146235398948,3.1444212095812,0.399114619474858,0.430893833849089,0.441555073272245,0.127551092878666,1,0.673390882008056,2.47140766758918,3.76316486243666,1.83002651884584,2.50666118491275,1.58094449946551,FALSE
"LNP_0286",89.5892688306049,-0.772621463984251,0.210359605122358,0.465696543947062,0.359951889671996,0.174351566380942,0,0.671687169538604,2.22606347642773,3.18129746915723,1.7135623558453,1.815573637879,1.04780593117764,FALSE
"LNP_0130",119.000710151158,-3.91044418793172,0.325917792599648,0.537668875140451,0.409119766402697,0.0532113584568521,1,0.671340384537929,2.1695267679166,3.41651639976094,1.56720163416473,1.62439442942785,1.95907326916654,FALSE
"LNP_0351",63.6540197068825,-3.47533706575632,0.109959307778627,0.491192481264539,0.345703254035239,0.163104264700221,1,0.669900200557036,2.10291346679012,3.35389721200251,1.53970221087658,1.64362915362396,1.72436994077036,FALSE
"LNP_0319",85.3986102622002,1.79803247563541,0.319217330403626,0.556666241666808,0.322787323449165,0.120546434884026,0,0.668095382419908,2.31872891562325,3.30227005839601,1.65693870164974,2.12115702866793,1.51530696855388,FALSE
"LNP_0451",102.382260165177,1.20561074931175,0.33952085962519,0.450866618673013,0.482386089049124,0.0667472922778629,0,0.667611208850889,2.22710068041557,3.2292395555434,1.65910267552394,1.97501139780135,1.25741399840497,FALSE
"LNP_0265",101.644489425234,1.38705377466977,0.38122918959707,0.459699345502742,0.388650835392563,0.151649819104695,0,0.666495554922465,2.20411696253654,3.22456471054721,1.62452354471531,2.01659861107608,1.26247477340515,FALSE
"LNP_0182",81.2448164913803,4.29509621113539,0.184209295921028,0.499901064260541,0.394125487315333,0.105973448424126,1,0.66643759915721,2.60045414229684,3.90940649058327,1.86072160678717,2.73809959601339,2.18847576222546,FALSE
"LNP_0215",54.7663627425209,-0.263542532920837,0.131588471028954,0.513944643539551,0.41596487944741,0.0700904770130386,1,0.666360213034723,1.87143520418698,3.21904698961378,1.69736317504915,1.74611093804387,0.141004989136775,FALSE
"LNP_0069",129.434232111089,0.94046835321933,0.489665477629751,0.438603468472169,0.48749160459693,0.0739049269309014,1,0.665020705609022,1.92884170216001,3.1820386889379,1.5919302905682,1.86755260635749,0.519914778075586,FALSE
"LNP_0076",72.0118885161355,4.18075806926936,0.351571104303002,0.539378393324061,0.405667099530294,0.0549545071456451,1,0.664939716476503,2.59983963123734,3.83106550168106,1.86085961798251,2.75338283764218,2.09584797249753,FALSE
"LNP_0444",66.5520911104977,-1.64890080224723,0.299343597050756,0.616898733092401,0.312095598830282,0.0710056680773177,0,0.664484066894133,1.94884898202575,3.0121184270889,1.38427053388666,1.55118325373645,1.41042912224049,FALSE
"LNP_0002",128.830513544381,-2.67117110081017,0.337546773068607,0.581982767426778,0.271887125956868,0.146130106616354,1,0.663605734514021,1.80320989606149,3.15752200253759,1.35641785343185,1.47395676076029,1.33315166751779,FALSE
"LNP_0388",78.2218417385593,-4.04553843662143,0.447812916617841,0.490429386505854,0.447633085021398,0.0619375284727476,0,0.661477672762523,2.1014609095512,3.14622288043295,1.33676339003628,1.47335454226454,2.58409098725358,FALSE
"LNP_0369",90.6607866287231,0.153657263144851,0.159511190839112,0.515086743104905,0.429994328288429,0.0549189286066664,0,0.661042382082658,2.12238715134414,3.08852661447538,1.7457007971632,1.85871864388693,0.780337662686759,FALSE
"LNP_0207",86.4091864787042,0.928525174967945,0.12590045183897,0.465214974132271,0.324993057680086,0.209791968187643,0,0.6606431348848,2.1181461471267,3.1077394249809,1.64004989946646,1.92157482880318,1.06203316137037,FALSE
"LNP_0058",125.330786430277,0.597849171608686,0.197374096978456,0.464432108740197,0.448612618764091,0.0869552724957116,1,0.660531279868579,1.92239220782503,3.25024039782874,1.72382613038649,1.89732323763709,0.337674172034682,FALSE
"LNP_0225",55.2843942772597,2.15735922101885,0.481701989285648,0.370588188990779,0.448469995005498,0.180941816003723,1,0.66010094311206,2.0872853827591,3.3256253820904,1.64178642730651,2.14575770613132,1.02733188474557,FALSE
"LNP_0390",71.0487079108134,-5.54237366188318,0.193959840293974,0.467530058470566,0.366288509898446,0.166181431630987,1,0.65938785464307,2.16129177548075,3.50336911028387,1.51498548823047,1.5791031810406,2.7874039907409,FALSE
"LNP_0014",107.263340195641,-2.08678720053285,0.302799090743065,0.470070286730452,0.430707121725937,0.0992225915436106,0,0.657559016160936,2.01129693206657,3.02620073819922,1.48016497680048,1.54195129354567,1.66180939278846,FALSE
"LNP_0205",90.2573342202231,-3.30824077595025,0.294682229030877,0.604607632345913,0.306866802776469,0.088525564877618,0,0.655259351633048,2.21291360448484,3.16076626160796,1.58996756930246,1.67696442009171,2.21119774698129,FALSE
"LNP_0372",84.2808801680803,-6.6046189982444,0.173560775537044,0.582843659961437,0.348951080042408,0.0682052599961544,1,0.654702286190383,2.24877166623731,3.54288127949434,1.52515849464273,1.61457623418907,3.29418171934718,FALSE
"LNP_0267",83.6331205908209,-7.08582474850118,0.348722824919969,0.565716352238983,0.279371332437034,0.154912315323983,1,0.654072680751654,2.31171580128245,3.59748961957737,1.53974584985569,1.62672049491025,3.58526252062134,FALSE
"LNP_0172",68.3828490786254,0.426276926882565,0.260725541692227,0.541512860629409,0.37572038321202,0.0827667561585712,0,0.651272287768131,1.92945900740797,2.96673375286946,1.60738171976608,1.78613821095285,0.78542280981962,FALSE
"LNP_0498",54.9538435647264,-2.17002496588975,0.180303837172687,0.593177248493121,0.340596745820796,0.0662260056860829,1,0.65052044880077,1.89771486566008,3.25088646141327,1.6497742087729,1.76014309977477,1.07240064404625,FALSE
"LNP_0279",57.4384513311088,2.70735153928399,0.224411362316459,0.558928414033196,0.367449797061879,0.0736217889049252,1,0.647560839516157,2.03013736298937,3.2839626292013,1.61941253681221,2.16262322562715,1.30442463241523,FALSE
"LNP_0001",78.7577520124614,-2.92787848040462,0.20944909369573,0.559619866838329,0.26993054893898,0.170449584222691,0,0.646967074002858,2.07806569878625,2.99042398451541,1.5054139069732,1.61353153092467,2.11111156498894,FALSE
"LNP_0253",109.304565167986,-6.81129039730877,0.327090466301888,0.570606646005887,0.361032783627409,0.0683605703667033,1,0.644562040020863,2.09674517518452,3.40080274559086,1.39759037459632,1.51450562802514,3.43693689376434,FALSE
"LNP_0463",96.4016626821831,2.46522767003626,0.424355791509151,0.386679917522765,0.449676804165677,0.163643278311557,0,0.644474992149408,2.22887834620661,3.25934092657728,1.68810518111895,2.16958402209545,1.91000416600635,FALSE
"LNP_0270",100.281304563396,3.06855640839785,0.489121403731406,0.568568659413042,0.297226025512115,0.134205315074844,0,0.643407697412108,2.30316786195817,3.27053988138327,1.64171041139785,2.34126879151535,2.16842764108639,FALSE
"LNP_0308",50.8215519832447,-0.443559405393898,0.154600919689983,0.464779521750471,0.360379307962174,0.174841170287356,1,0.643068015014676,1.65568546094393,3.01114868196254,1.61854830306623,1.73294948830138,0.203105119344593,FALSE
"LNP_0123",80.7720010867342,5.50815182738006,0.387444698065519,0.476860141809922,0.397488630440793,0.125651227749285,1,0.642204308443042,2.58922010727939,3.85375025688664,1.86156246614944,2.96337250914513,2.74174966603963,FALSE
"LNP_0455",73.6619742121547,-2.55684514530003,0.330048247333616,0.482610253342971,0.425141410073868,0.0922483365831605,0,0.642027856488056,2.06045581969996,3.12906633316328,1.61084522548125,1.77105417153401,1.93586501192501,FALSE
