"inflammatory_risk_class","lnp_id","size_nm","charge_mV","peg_mol_percent","ionizable_lipid_fraction","cholesterol_fraction","helper_lipid_fraction","targeting_ligand","n_records","mean_safety_score","sd_safety_score","mean_delivery","mean_adaptive_activation","mean_innate_activation","mean_cytokine_burden","mean_off_target_activation","sbd_rank","pareto_optimal"
"High","LNP_0017",74.608773435466,-0.90476737357676,0.323866031691432,0.406530058160932,0.458583185003285,0.134886756835784,1,13,0.741932319771753,0.0220008058039396,2.83326633332083,4.05611988056894,1.9509462792465,2.15577062946211,0.710882999703799,11,TRUE
"High","LNP_0109",91.0689776530489,-3.3800434274599,0.480289639346302,0.466218533053709,0.394831297601722,0.138950169344569,1,13,0.741050477538109,0.0257971683911045,2.96042319867215,4.12683227764478,1.81588150741011,2.03041985480617,1.93569474879626,12,TRUE
"High","LNP_0140",93.9431536244228,-1.64445796515793,0.203858428541571,0.537716976281056,0.345643035436697,0.116639988282247,1,13,0.73543854308042,0.0181275516709912,2.90554293266487,4.05804092675349,1.99104507851229,2.14989169467604,1.13266542247135,13,FALSE
"High","LNP_0141",81.170220207423,1.87676986213773,0.432716127112508,0.438773974181599,0.454307172924857,0.106918852893543,1,13,0.735336379413409,0.0303446880007436,2.99259025585352,4.21573090684965,1.99999134394025,2.54578087424975,1.17025651234218,14,FALSE
"High","LNP_0025",115.570579911582,0.376098467968404,0.424494939856231,0.58258254117628,0.297731865694883,0.119685593128837,1,13,0.731769717803076,0.0224592457524513,2.66496075156896,3.89499590529353,1.90102298761802,2.13491730340016,0.411063764553885,15,TRUE
"High","LNP_0180",108.175009978004,-1.03713772259653,0.353958562016487,0.445144173552853,0.43156519854507,0.123290627902077,1,13,0.726683743592187,0.0241257002174909,2.73595070077337,3.9370459704636,1.93986803145204,2.14873035784082,0.815057295790551,16,FALSE
"High","LNP_0079",85.1797909243032,1.33468165528029,0.267945685982704,0.430720612426444,0.460881131679279,0.108398255894277,1,13,0.726582046103,0.0220953028849104,2.89515726204163,4.10938094101984,2.08034677091886,2.39442067220537,0.933824103037311,17,FALSE
"High","LNP_0010",95.6614735303447,-3.17357432097197,0.2762132499367,0.54104059729743,0.319030594163241,0.139928808539329,1,13,0.725762641857463,0.0281080060270658,2.89082528174864,4.09107981032321,1.94185602537807,2.03431529597729,1.83792787305856,18,FALSE
"High","LNP_0186",98.1289800489321,1.01233443710953,0.153998559340835,0.463687385701895,0.33033774675965,0.205974867538455,1,13,0.72249072837844,0.0304141603390395,2.82918022240293,4.07248173300695,2.06161058297742,2.41759066386977,0.82006166206972,19,FALSE
"High","LNP_0199",65.2346616843715,-1.42773817293346,0.487420371174812,0.499189116605839,0.349672881561079,0.151138001833082,1,13,0.720031969392384,0.0207080370474006,2.67108349068078,3.91367508548301,1.89434750395762,2.06912969017296,1.05447989250483,20,FALSE
"High","LNP_0346",87.0214798487723,-4.74487444385886,0.482129480689764,0.457434400196745,0.342177131301389,0.200388468501867,1,13,0.718697051038746,0.0222507140419923,2.86064492755347,4.01402988869031,1.75835809954177,1.91970760069333,2.61669902644323,21,TRUE
"High","LNP_0221",78.2528330106288,-1.62661683280021,0.238268989697099,0.52649488791667,0.287770801388292,0.185734310695038,1,13,0.718110920587907,0.024827784574258,2.78636502661418,3.9406855736718,2.0481120684681,2.11775736493697,1.06133850587478,22,FALSE
"High","LNP_0427",80.2904915297404,-3.0396989453584,0.286179745290428,0.525902389689867,0.298062491132276,0.176035119177857,1,13,0.715985033615931,0.0155083524118391,2.79255278814932,4.06271691796065,1.93663511945708,2.06365007997838,1.79901555981386,23,FALSE
"High","LNP_0370",98.3167669270188,0.960645750164986,0.171623823884875,0.523827971201285,0.368251794149631,0.107920234649084,1,13,0.71526599970558,0.0314749612677516,2.84307262681081,4.04222297334418,2.15355153120019,2.46623184973145,0.762562870202316,24,FALSE
"High","LNP_0255",103.107039886527,1.14875166211277,0.157511241268367,0.591165452459411,0.31536321707833,0.093471330462259,1,13,0.713134979765571,0.030249744511903,2.81298996618535,4.0708245785688,2.14908878082543,2.39668335762298,0.891478191718082,25,FALSE
"High","LNP_0479",71.7243514023721,-2.96764655970037,0.438374316692352,0.497445002433955,0.354382636381239,0.148172361184806,1,13,0.712960660621276,0.0256892753796508,2.75382960366098,4.0236421251349,1.89266964955741,2.10136161388464,1.80043037601565,26,FALSE
"High","LNP_0133",117.299909261055,-0.841568778268993,0.38119180155918,0.555363743915647,0.338281021338369,0.106355234745984,1,13,0.709753164075774,0.0263794234534424,2.55147875984449,3.77492867085056,1.92703909909183,2.05594823653394,0.708919479539102,27,FALSE
"High","LNP_0091",63.0695691565052,0.531801590695977,0.422499176114798,0.570619913598039,0.292134981431764,0.137245104970197,1,13,0.708736376737819,0.0230054003058143,2.54953983419077,3.78427085316565,1.93112661734304,2.24392754763859,0.495014060717424,28,FALSE
"High","LNP_0210",67.2171746380627,-1.42118817660958,0.316875315923244,0.545897734669014,0.332143630574536,0.121958634756449,1,13,0.707246705048628,0.0175375048006366,2.59722402546589,3.84301783297149,1.97188175119262,2.03637355591285,0.981682608912566,29,FALSE
"High","LNP_0476",94.4527396932244,2.86443118937314,0.390119745302945,0.52316596548,0.356541447406992,0.120292587113008,1,13,0.704824228514596,0.0322765546063314,3.02049733651914,4.20675900195431,2.13818223096324,2.80093640419495,1.73244809527438,30,FALSE
"High","LNP_0245",81.1869746772572,-3.57343113049865,0.420538120251149,0.382788465056154,0.432405959562547,0.184805575381299,1,13,0.702331282581285,0.0287579276692624,2.79238893883003,3.95733367037625,1.93359614675124,2.10518619059502,2.13538743877798,31,FALSE
"High","LNP_0414",99.7948936186731,1.52490337844938,0.164386600535363,0.59286966262149,0.295087133582735,0.112043203795774,1,13,0.699206390711746,0.0191203282814384,2.80664771844577,4.06434351756842,2.18781953325321,2.63430514453068,0.987540172267409,32,FALSE
"High","LNP_0196",96.6532702324912,1.66061190422624,0.178068572748452,0.480746501655603,0.348273867491275,0.170979630853122,1,13,0.698829707175523,0.0202731692053518,2.82932441409721,4.11356018436333,2.19712908142256,2.63924257304169,1.13432616822376,33,FALSE
"High","LNP_0208",78.8239280693233,-2.47111013624817,0.163065111171454,0.466697291564008,0.366337065837646,0.166965642598346,1,13,0.693745035045357,0.0229151466802854,2.68117452369328,3.93860416214934,2.06619150753517,2.19136145346766,1.5047885625907,34,FALSE
"High","LNP_0124",71.9767631264403,-2.46367166284472,0.225407158210874,0.546867023095595,0.296752285272456,0.156380691631949,1,13,0.693729279975239,0.0199916760461766,2.64450432946744,3.91144635155806,2.01258514760657,2.17270519972411,1.51632495532828,35,FALSE
"High","LNP_0192",82.1482756407931,2.69601019565016,0.322031241096556,0.492451268021807,0.377697105756558,0.129851626221634,1,13,0.693203806338321,0.0289957327060246,2.93612090563631,4.1162514637732,2.16468026147798,2.8532634727493,1.58668421013585,36,FALSE
"High","LNP_0497",75.3098994027823,2.8422763897106,0.49648768696934,0.409418798928009,0.417925204391451,0.172655996680539,1,13,0.693046393693772,0.0289892743574584,2.81612593150554,4.02570527320689,1.99148958680676,2.72268837545587,1.71176767752577,37,FALSE
"High","LNP_0437",60.817852942273,0.519485482946038,0.358206245675683,0.532797285146388,0.313021145123866,0.154181569729747,1,13,0.691347676644083,0.0242204250971925,2.44274493200865,3.67682455008881,1.97302727156883,2.21389736599737,0.534237981361455,38,FALSE
"High","LNP_0480",120.48722456675,-1.61908550187945,0.431282921507955,0.518653265821846,0.410247313247181,0.0710994209309734,1,13,0.688263981296968,0.0245080021978779,2.38322052518884,3.66996993801755,1.86011676746629,1.95931569667105,1.1213445533573,39,TRUE
"High","LNP_0361",64.3817043630406,-1.51095809880644,0.35955299185589,0.483462005381116,0.35247579199346,0.164062202625424,1,13,0.685130124706464,0.026040322478998,2.49057132042196,3.67352073445379,1.95733125046516,2.16586264975202,1.07638006621904,40,FALSE
"High","LNP_0066",94.8516341391951,3.07533364742994,0.385260075516999,0.478430011157797,0.307832555612139,0.213737433230064,1,13,0.685034111391222,0.0267441077214666,2.90619200419951,4.10902250805991,2.15438408909197,2.86241048205096,1.81683230373387,41,FALSE
"High","LNP_0423",109.626354463398,-2.72514610551298,0.266289060562849,0.553421391008186,0.29363391324062,0.152944695751194,1,13,0.683260338057744,0.0274578249561257,2.54598427330243,3.81375338617724,1.98974613529819,2.06481996289217,1.62776850718532,42,FALSE
"High","LNP_0307",65.663685137406,-0.230090352706611,0.12936575897038,0.558826159402888,0.346078600106481,0.095095240490631,1,13,0.682701694763811,0.0314392133640139,2.41459433825899,3.68000454415446,2.11013687369404,2.15496125710568,0.434050145875059,43,FALSE
"High","LNP_0343",102.602966013364,2.25446937140077,0.253737013787031,0.426824862763834,0.406169896784864,0.167005240451302,1,13,0.679212631720794,0.0199900908659863,2.73904807904204,3.99179251506214,2.15764744029958,2.75302221515304,1.36748408215442,44,FALSE
"High","LNP_0387",68.5296441894025,-1.58433248754591,0.186026698723435,0.435040565857467,0.394398361108528,0.170561073034005,1,13,0.676582824335879,0.0308641764363818,2.46162635263943,3.69431106471474,2.02394033242707,2.17772501742082,1.12634493028997,45,FALSE
"High","LNP_0080",61.1135424347594,-0.198730938136578,0.24217386841774,0.528099444345447,0.289141429274323,0.18275912638023,1,13,0.674477842754064,0.0331752402187494,2.29774458613467,3.60119592528217,2.03309100711462,2.21585386311581,0.361913029465469,46,FALSE
"High","LNP_0056",70.653138961643,1.73917313572019,0.210575953498483,0.511674870439076,0.328180664879609,0.160144464681315,1,13,0.671490925726033,0.018947049473072,2.62624948722192,3.87706348330913,2.17635812959182,2.64247953804189,1.15698122098387,47,FALSE
"High","LNP_0153",88.7909029843286,-0.484989886172116,0.399842838384211,0.433950636910407,0.384746412908648,0.181302950180945,0,13,0.671291971136551,0.0259821351438151,2.38335250598564,3.29602255721688,1.85807715606502,1.97292854806312,1.18040763497157,48,TRUE
"High","LNP_0406",94.9802484130487,0.226291930302978,0.403274215571582,0.516308419445917,0.33083055585591,0.152861024698173,0,13,0.668839349070453,0.0189149665888199,2.37651274709,3.32360026665995,1.91594033801361,2.08663720251598,0.966897704993647,49,FALSE
"High","LNP_0160",71.799066872336,-2.98910453915596,0.183999223448336,0.532688068240611,0.322373801907196,0.144938129852193,1,13,0.665991421272764,0.0250336153512095,2.52379456703568,3.70619335926911,2.0317604582144,2.20063357075191,1.75784062064982,50,FALSE
"High","LNP_0284",72.4985329201445,3.08801533188671,0.402439205534756,0.479081828882705,0.333758349446487,0.187159821670808,1,13,0.664982395873257,0.0295145549210872,2.76552319463033,4.01137372467198,2.14847109201533,2.91128930235161,1.89961610213037,51,FALSE
"High","LNP_0415",77.6049672625959,-3.72314855922014,0.173176276870072,0.452985436361898,0.379267989058194,0.167746574579908,1,13,0.663493088892369,0.0269457996612015,2.53438701782446,3.74430217832936,2.02535094289364,2.06061665236647,2.17060610660991,52,FALSE
"High","LNP_0102",83.2823540316895,3.72980702202767,0.391105084121227,0.451161832335164,0.379532254264412,0.169305913400424,1,13,0.66208803150634,0.0169064584545458,2.8547816907787,4.0851117822587,2.17282624074847,3.13333270415929,2.10312390447661,53,FALSE
"High","LNP_0333",123.779740300961,-0.740495775826275,0.332573263067752,0.522472967085931,0.339001607117719,0.13852542579635,1,13,0.661197105876105,0.029376790031328,2.13578617164258,3.48295248574007,1.90310631040044,2.10487938872328,0.657865457191799,54,TRUE
"High","LNP_0493",95.978519320488,1.44297359045595,0.49857828291133,0.51263961187414,0.331063669156799,0.156296718969061,0,13,0.660866271530188,0.0305093813894747,2.48564710192401,3.50322251928165,1.94016170891883,2.34000302286298,1.58825965319276,55,FALSE
"High","LNP_0228",106.025326368399,2.25559297949076,0.19042548192665,0.56802303015318,0.348993888188273,0.0829830816585472,1,13,0.659141130498032,0.0283204953931438,2.67335643323995,3.84994141243303,2.22141734116504,2.84295469977941,1.38431027366852,56,FALSE
"High","LNP_0244",113.305535982363,1.94706965237856,0.276096739806235,0.414606047326271,0.523771811576271,0.0616221410974585,1,13,0.659091854883717,0.0206131087088394,2.49394228782592,3.74966433318124,2.10561865211249,2.57424614577661,1.26904922169351,57,FALSE
"High","LNP_0159",94.476800202392,0.0581660820171237,0.30416452055797,0.5109793424211,0.410971489572261,0.078049168006639,0,13,0.658128183084506,0.0246438833073319,2.30939967275483,3.25680518493742,1.96378149156288,2.12136698096911,0.844529173123059,58,FALSE
"High","LNP_0494",120.158511842601,-1.99661643244326,0.406275866832584,0.425405822751866,0.473497626593823,0.101096550654311,1,13,0.653589040531033,0.0219059411871659,2.24981398761673,3.51337712637151,1.92838114274857,2.1962526537057,1.24652327303401,59,FALSE
"High","LNP_0127",65.4202300822362,-4.52497460413724,0.47243985645473,0.495705326794892,0.420238884936402,0.084055788268706,1,13,0.652118290005981,0.0292092027469669,2.37979633334348,3.7091879383855,1.86335835075135,2.02100851088526,2.56065055188994,60,TRUE
"High","LNP_0398",60.105849406682,-2.38192599732429,0.286401465628296,0.522928186416402,0.337576614000767,0.139495199582831,1,13,0.650806873659232,0.0307906334934104,2.27348923708077,3.48789485578464,1.94989112556059,2.08433762828045,1.48832556524908,61,FALSE
"High","LNP_0339",114.39229149837,-4.21295709908009,0.437565883249044,0.4952267305992,0.368538979737981,0.136234289662819,1,13,0.650476651765546,0.0304404149923968,2.39949067975889,3.60640940678163,1.88010226130562,2.0670418190998,2.41596096287136,62,FALSE
"High","LNP_0268",84.732463140972,-1.75433774013072,0.474930946156383,0.455685445128992,0.448088917876037,0.0962256369949717,0,13,0.650161983676868,0.0204235646900245,2.39373464402073,3.27061746355529,1.88423123219286,2.07127092784213,1.82798356486239,63,TRUE
"High","LNP_0212",75.2964928513393,0.416847025044262,0.499553059600294,0.418021898426446,0.439291505741024,0.142686595832531,0,13,0.650104001753852,0.0311349300930012,2.2801393254567,3.21433485664658,1.93680507120485,2.15675445621482,1.0299628291771,64,FALSE
"High","LNP_0022",119.28034061566,-2.70657944027334,0.417095336690545,0.422581976338178,0.403725893769031,0.173692129892791,1,13,0.649589045259261,0.024160146322635,2.26379934543247,3.51479742255933,1.88651568362579,2.12459892027471,1.69276712752496,65,FALSE
"High","LNP_0335",81.4270780421793,3.33011434413493,0.275309815071523,0.405334906251748,0.460545084632759,0.134120009115492,1,13,0.648144944074012,0.0262813341760589,2.76103854990252,4.00289445410948,2.28032215686445,3.05949366268287,1.94412360321078,66,FALSE
"High","LNP_0481",71.5166488196701,-0.842464058659971,0.404657737724483,0.536960837837878,0.296424013667027,0.166615148495095,0,13,0.647330010062822,0.018289110456081,2.22857150354341,3.25835673374716,1.91975285004284,1.99503339081335,1.29299915967082,67,FALSE
"High","LNP_0040",73.1625785352662,-4.50909272767603,0.279092039354146,0.445354897198398,0.378783270643247,0.175861832158354,1,13,0.645965879634758,0.0212646351172862,2.45751730843568,3.79692473017572,2.02189273195942,2.1486722345421,2.58046651567364,68,FALSE
"High","LNP_0071",125.447515863925,1.06627975124866,0.415363752655685,0.514057068585655,0.337953981772417,0.147988949641928,1,13,0.644094421242569,0.0227100090074287,2.15486244173998,3.42827746714809,1.96340235482736,2.35193386606165,0.818231364573853,69,FALSE
"High","LNP_0305",113.013185281307,-4.74407391622663,0.39146581524983,0.474369533672643,0.371032883360739,0.154597582966617,1,13,0.64302279418422,0.026771937914659,2.34851462003712,3.60288770417179,1.86454095498535,1.99756421379254,2.66553162226402,70,FALSE
"High","LNP_0312",96.4665941894054,3.90210488811135,0.246392055321485,0.581723531571741,0.292406554403864,0.125869914024395,1,13,0.639759274666526,0.0259826382176476,2.79141266182097,4.00303980440485,2.29283630834926,3.10760791295091,2.2979191136692,71,FALSE
"High","LNP_0246",122.45543464087,0.558580006472766,0.211713522020727,0.37211402159619,0.4485234604696,0.17936251793421,1,13,0.63770076065317,0.0288244896851144,2.06256098686681,3.30268524720481,2.00448565456399,2.22246365227282,0.566936362629745,72,FALSE
"High","LNP_0349",72.9244840331376,-5.27530128136277,0.314543972350657,0.553232114665062,0.352531975504902,0.0942359098300359,1,13,0.637439400850242,0.0254905141609948,2.41406857224398,3.6317130830927,1.9221568058233,2.06384424107987,2.91816662117318,73,FALSE
"High","LNP_0278",96.6472376836464,-1.85461420100182,0.349251664802432,0.508141135583716,0.418396550040074,0.0734623143762104,0,13,0.636560731967985,0.0270632636459411,2.25685092733681,3.23854554145224,1.88400039233212,2.00885609158901,1.90112567114136,74,FALSE
"High","LNP_0378",70.8876348566264,3.8639780273661,0.481136401835829,0.470111819571979,0.419809074009277,0.110079106418744,1,13,0.635450522305558,0.0235007948054764,2.60347870601961,3.94841232571374,2.1462155189576,3.01813905560177,2.25909857099479,75,FALSE
"High","LNP_0489",92.894859588705,-6.1737562622875,0.332857558876276,0.576193392417098,0.343405560486484,0.0804010470964186,1,13,0.633869237500525,0.0258584500762433,2.50831392815604,3.73008845091921,1.97160515293875,2.12470484087275,3.34524114581135,76,FALSE
"High","LNP_0338",114.146235398948,3.1444212095812,0.399114619474858,0.430893833849089,0.441555073272245,0.127551092878666,1,13,0.633727428442819,0.0342170279781272,2.48974243003564,3.75850978805785,2.1419304025293,2.82019122889396,1.8632724264378,77,FALSE
"High","LNP_0286",89.5892688306049,-0.772621463984251,0.210359605122358,0.465696543947062,0.359951889671996,0.174351566380942,0,13,0.63351405560105,0.0205182822414745,2.20999857732974,3.23939672540199,1.99119309442653,2.12208106280344,1.3621716172803,78,FALSE
"High","LNP_0345",98.6411764053628,1.00518092978746,0.361850697919726,0.525208821621478,0.316277506624429,0.158513671754094,0,13,0.632928378628671,0.0282891469010896,2.32639047347771,3.28921512962157,2.06393787228417,2.35785858817695,1.36224306129428,79,FALSE
"High","LNP_0154",74.6448994148523,1.34238932281733,0.467581898067147,0.571680562570489,0.362003970861303,0.0663154665682077,0,13,0.632277879439084,0.0305657222659035,2.29981856610015,3.28291684937967,1.96151210768723,2.37617986546544,1.57706313034379,80,FALSE
"High","LNP_0039",81.8181007634848,0.710827833972871,0.270754230581224,0.483593431453983,0.366676960862261,0.149729607683756,0,13,0.630148731708669,0.0274140453700598,2.18530957182451,3.15426533885406,1.97381740734777,2.2086273819371,1.20432057568524,81,FALSE
"High","LNP_0369",90.6607866287231,0.153657263144851,0.159511190839112,0.515086743104905,0.429994328288429,0.0549189286066664,0,13,0.628115148283824,0.0272752669036895,2.19473110133699,3.15732624506188,2.07835684063688,2.22032958475627,0.982798226107658,82,FALSE
"High","LNP_0030",64.7113647311926,-3.94224750809371,0.322070881910622,0.407703176833876,0.398528991880257,0.193767831285867,1,13,0.625983978379483,0.02475393745113,2.24389414686489,3.52236135477685,1.96014395881478,2.18873567308306,2.27892288488099,83,FALSE
"High","LNP_0418",82.1725537767634,0.628186715766788,0.224992945045233,0.513433324492682,0.33151381176361,0.155052863743708,0,13,0.625046524759136,0.0239970859300515,2.17653091899375,3.15009846664308,2.02948744489733,2.23650902155497,1.16046069979132,84,FALSE
"High","LNP_0265",101.644489425234,1.38705377466977,0.38122918959707,0.459699345502742,0.388650835392563,0.151649819104695,0,13,0.624787215409878,0.0286669257780263,2.25048224716524,3.27346753040014,2.02739204309337,2.36811282418437,1.48563650875378,85,FALSE
"High","LNP_0213",71.625478961505,3.19242674391717,0.202269246801734,0.474754294873261,0.364293619821478,0.160952085305261,1,13,0.623029092625952,0.0271258111939217,2.50834939082147,3.73613329036103,2.24092912790391,2.96574820898062,1.82716183580127,86,FALSE
"High","LNP_0069",129.434232111089,0.94046835321933,0.489665477629751,0.438603468472169,0.48749160459693,0.0739049269309014,1,13,0.622106637789261,0.0198254041031886,1.88573014409529,3.23273852153289,1.87418511313908,2.24932753911796,0.799332907904489,87,TRUE
"High","LNP_0055",106.094798375852,0.594281828962266,0.322125436738133,0.423860856117254,0.411283064814853,0.164856079067893,0,13,0.620166283293576,0.0231784576432079,2.08021130717592,3.0667436441695,1.93874904461638,2.25310665179084,1.12329162331674,88,FALSE
"High","LNP_0130",119.000710151158,-3.91044418793172,0.325917792599648,0.537668875140451,0.409119766402697,0.0532113584568521,1,13,0.616635577247429,0.02474174003294,2.16077918909673,3.44493296035316,1.96180254645309,2.13456241092832,2.28724001900588,89,FALSE
"High","LNP_0076",72.0118885161355,4.18075806926936,0.351571104303002,0.539378393324061,0.405667099530294,0.0549545071456451,1,13,0.615617952794034,0.0165001450537876,2.58069155945995,3.8510929183241,2.21188713519472,3.16383066299784,2.42116298801198,90,FALSE
"High","LNP_0319",85.3986102622002,1.79803247563541,0.319217330403626,0.556666241666808,0.322787323449165,0.120546434884026,0,13,0.614260996865872,0.022683228495745,2.34881989198016,3.3315890678447,2.10935575907601,2.60385941565067,1.80956835611373,91,FALSE
"High","LNP_0144",68.384952400811,-2.29616813361645,0.481503449846059,0.635146305455294,0.281821798563881,0.0830318959808256,0,13,0.612638632659103,0.031846414846939,2.0940791803573,3.05004902343296,1.8138173324937,2.07717422711706,2.08433920022263,92,TRUE
"High","LNP_0215",54.7663627425209,-0.263542532920837,0.131588471028954,0.513944643539551,0.41596487944741,0.0700904770130386,1,13,0.612606919543893,0.025254561862428,1.87130167041262,3.19372617666967,2.07842385656301,2.21093374318623,0.476092978815399,93,FALSE
"High","LNP_0058",125.330786430277,0.597849171608686,0.197374096978456,0.464432108740197,0.448612618764091,0.0869552724957116,1,13,0.609509117844139,0.0311075136748382,1.92873094066899,3.19501075582007,2.08385287238373,2.34558672227983,0.623789206908775,94,FALSE
"High","LNP_0187",76.503273146227,0.446715322323143,0.254999303072691,0.489719771258062,0.426336901896178,0.0839433268457607,0,13,0.609072892967022,0.0145171728188259,2.12548987595567,3.0169197462686,2.07906594380905,2.34688660034581,1.09652377930726,95,FALSE
"High","LNP_0225",55.2843942772597,2.15735922101885,0.481701989285648,0.370588188990779,0.448469995005498,0.180941816003723,1,13,0.608896309835435,0.0302507339368526,2.08102893915734,3.35903930186747,2.00817421666443,2.58819729959497,1.40932092530569,96,FALSE
"High","LNP_0451",102.382260165177,1.20561074931175,0.33952085962519,0.450866618673013,0.482386089049124,0.0667472922778629,0,13,0.608615548488852,0.0343888478694792,2.18384001427711,3.14577912390422,2.01363743803182,2.47452882200423,1.585365199539,97,FALSE
"High","LNP_0205",90.2573342202231,-3.30824077595025,0.294682229030877,0.604607632345913,0.306866802776469,0.088525564877618,0,13,0.607236684831551,0.0242561695372165,2.21080290974513,3.23619083883857,1.98196685340333,2.07259631655651,2.53039805605893,98,FALSE
"High","LNP_0077",87.9816537722945,-1.73389183823019,0.20856360187754,0.467034795311028,0.463078981713432,0.0698862229755401,0,13,0.60677465024049,0.0274612825333161,2.1623583516888,3.13271486946356,2.0460532289854,2.25031580396965,1.75533931616333,99,FALSE
"High","LNP_0053",129.892484564334,1.38765325304121,0.456758507806808,0.455160795748156,0.42215317523909,0.122686029012754,1,13,0.606320302165753,0.0246690460274035,1.87672976560345,3.19925278549084,1.96722330307029,2.33132854616982,0.9528763630335,100,FALSE
"High","LNP_0351",63.6540197068825,-3.47533706575632,0.109959307778627,0.491192481264539,0.345703254035239,0.163104264700221,1,13,0.606023724755552,0.0259218370480871,2.12859556838089,3.43542951669115,2.0846013717371,2.22130062709896,2.08184026995491,101,FALSE
"High","LNP_0498",54.9538435647264,-2.17002496588975,0.180303837172687,0.593177248493121,0.340596745820796,0.0662260056860829,1,13,0.601475001251606,0.0221932720768423,1.88669753800802,3.19194008143577,2.00908576864471,2.09393349005102,1.36131324044863,102,FALSE
"High","LNP_0182",81.2448164913803,4.29509621113539,0.184209295921028,0.499901064260541,0.394125487315333,0.105973448424126,1,13,0.597372500354153,0.0253649611358935,2.5824434350077,3.83784168098621,2.35085044037715,3.35503972217611,2.45891054653403,103,FALSE
"High","LNP_0207",86.4091864787042,0.928525174967945,0.12590045183897,0.465214974132271,0.324993057680086,0.209791968187643,0,13,0.596738145624514,0.0223625720153742,2.11264723212554,3.05512218554658,2.12801183957228,2.42885755121037,1.35312316548234,104,FALSE
"High","LNP_0455",73.6619742121547,-2.55684514530003,0.330048247333616,0.482610253342971,0.425141410073868,0.0922483365831605,0,13,0.596129625266697,0.0244971962908053,2.07104972170665,3.0527265919442,1.92417923788862,2.18775631350601,2.18237409543191,105,FALSE
"High","LNP_0270",100.281304563396,3.06855640839785,0.489121403731406,0.568568659413042,0.297226025512115,0.134205315074844,0,13,0.595077615877208,0.023089172131889,2.37576178969237,3.39717400994857,2.12609455130539,2.85606434140367,2.4158473509706,106,FALSE
"High","LNP_0267",83.6331205908209,-7.08582474850118,0.348722824919969,0.565716352238983,0.279371332437034,0.154912315323983,1,13,0.59479841714745,0.0231620721031098,2.28456246064837,3.49312075918318,1.94923235088132,2.11960038268539,3.78579180065057,107,FALSE
"High","LNP_0463",96.4016626821831,2.46522767003626,0.424355791509151,0.386679917522765,0.449676804165677,0.163643278311557,0,13,0.594035426234365,0.0310293697337756,2.25078183645888,3.2433801115581,2.05594152969346,2.7000992940699,2.16185161012324,108,FALSE
