"lnp_id","size_nm","charge_mV","peg_mol_percent","ionizable_lipid_fraction","cholesterol_fraction","helper_lipid_fraction","targeting_ligand","n_records","mean_safety_score","sd_safety_score","mean_delivery","mean_adaptive_activation","mean_innate_activation","mean_cytokine_burden","mean_off_target_activation","sbd_rank","pareto_optimal"
"LNP_0245",81.1869746772572,-3.57343113049865,0.420538120251149,0.382788465056154,0.432405959562547,0.184805575381299,1,200,0.771295763397439,0.0393636757659393,2.81013105329522,4.04962225349958,1.44947512491226,1.5586561648739,1.78972114832581,23,FALSE
"LNP_0479",71.7243514023721,-2.96764655970037,0.438374316692352,0.497445002433955,0.354382636381239,0.148172361184806,1,200,0.771286150673571,0.0369351851371465,2.74716644287548,3.99636679329613,1.44073920083283,1.55203853889142,1.50115471535707,24,TRUE
"LNP_0010",95.6614735303447,-3.17357432097197,0.2762132499367,0.54104059729743,0.319030594163241,0.139928808539329,1,200,0.771064507596031,0.0376441444020509,2.8374388006814,4.06703279782238,1.53606665705342,1.62128674020096,1.5741590263305,25,FALSE
"LNP_0427",80.2904915297404,-3.0396989453584,0.286179745290428,0.525902389689867,0.298062491132276,0.176035119177857,1,200,0.768091147553398,0.0398349335335869,2.79857202922425,4.03568720787363,1.53350758502517,1.6246108545879,1.50120158895143,26,FALSE
"LNP_0255",103.107039886527,1.14875166211277,0.157511241268367,0.591165452459411,0.31536321707833,0.093471330462259,1,200,0.765721367412622,0.0389384648134298,2.78753199246527,4.03138494426044,1.68869037257135,1.97884245987167,0.587370516019417,27,FALSE
"LNP_0346",87.0214798487723,-4.74487444385886,0.482129480689764,0.457434400196745,0.342177131301389,0.200388468501867,1,200,0.764883257400696,0.0390436824871221,2.82244455175452,4.06181878775481,1.39512839936549,1.50272243987461,2.36477762866484,28,TRUE
"LNP_0133",117.299909261055,-0.841568778268993,0.38119180155918,0.555363743915647,0.338281021338369,0.106355234745984,1,200,0.764658951918642,0.0395068839101926,2.51433367579153,3.78419618911843,1.47292306207184,1.56872788506112,0.420127654355953,29,TRUE
"LNP_0210",67.2171746380627,-1.42118817660958,0.316875315923244,0.545897734669014,0.332143630574536,0.121958634756449,1,200,0.764432929103379,0.0397142440211298,2.60909696509659,3.8631559649923,1.51346379788013,1.61641784513554,0.725542576361187,30,FALSE
"LNP_0414",99.7948936186731,1.52490337844938,0.164386600535363,0.59286966262149,0.295087133582735,0.112043203795774,1,200,0.759870487712996,0.036506075654573,2.82696103323666,4.06753284051392,1.72283231784875,2.1056754559697,0.758254868084104,31,FALSE
"LNP_0476",94.4527396932244,2.86443118937314,0.390119745302945,0.52316596548,0.356541447406992,0.120292587113008,1,200,0.755846946668444,0.0395779130535408,2.98141895385478,4.20140296588166,1.71596123441939,2.35096969650783,1.42060211592271,32,FALSE
"LNP_0196",96.6532702324912,1.66061190422624,0.178068572748452,0.480746501655603,0.348273867491275,0.170979630853122,1,200,0.755484058970683,0.0384666587002531,2.81938018422776,4.06702452299068,1.73800184927722,2.11951281345451,0.841795316011091,33,FALSE
"LNP_0208",78.8239280693233,-2.47111013624817,0.163065111171454,0.466697291564008,0.366337065837646,0.166965642598346,1,200,0.753080237939668,0.036839348131356,2.69356457425897,3.94937300338433,1.61088832363284,1.70076253435318,1.23148661340272,34,FALSE
"LNP_0361",64.3817043630406,-1.51095809880644,0.35955299185589,0.483462005381116,0.35247579199346,0.164062202625424,1,200,0.750175503976468,0.0402023989956401,2.49510015339822,3.74787778575862,1.49858192680679,1.61004412611487,0.743955417595676,35,FALSE
"LNP_0124",71.9767631264403,-2.46367166284472,0.225407158210874,0.546867023095595,0.296752285272456,0.156380691631949,1,200,0.749739207194984,0.0380873588212348,2.62426307921379,3.87092558406908,1.55895404887427,1.62864933754205,1.23704681852595,36,FALSE
"LNP_0497",75.3098994027823,2.8422763897106,0.49648768696934,0.409418798928009,0.417925204391451,0.172655996680539,1,200,0.748578582903456,0.0384296793484475,2.85762671907744,4.10422852119949,1.63293357695373,2.27628790689527,1.45247920288981,37,FALSE
"LNP_0307",65.663685137406,-0.230090352706611,0.12936575897038,0.558826159402888,0.346078600106481,0.095095240490631,1,200,0.746098691167731,0.0380333391037406,2.43196396283419,3.70680528594623,1.61705828583793,1.67289784574848,0.147692032358453,38,FALSE
"LNP_0437",60.817852942273,0.519485482946038,0.358206245675683,0.532797285146388,0.313021145123866,0.154181569729747,1,200,0.744989012269657,0.0382559915327756,2.40702179777237,3.6864259829264,1.52756627634244,1.71716612703732,0.288498332971907,39,FALSE
"LNP_0423",109.626354463398,-2.72514610551298,0.266289060562849,0.553421391008186,0.29363391324062,0.152944695751194,1,200,0.744553113133476,0.0367205515984229,2.59978601671212,3.84097113068554,1.54292648636204,1.62008663687222,1.36933658926978,40,FALSE
"LNP_0192",82.1482756407931,2.69601019565016,0.322031241096556,0.492451268021807,0.377697105756558,0.129851626221634,1,200,0.743813477106774,0.037938707264881,2.88207734287261,4.10252673290658,1.73075639290707,2.33411323429628,1.35083350555806,41,FALSE
"LNP_0066",94.8516341391951,3.07533364742994,0.385260075516999,0.478430011157797,0.307832555612139,0.213737433230064,1,200,0.74331423367581,0.0383321926310948,2.93275540850775,4.14871379222579,1.73490457002169,2.40235137761621,1.53449295035566,42,FALSE
"LNP_0387",68.5296441894025,-1.58433248754591,0.186026698723435,0.435040565857467,0.394398361108528,0.170561073034005,1,200,0.741010774481253,0.0397989941891803,2.48769836746315,3.75686422522643,1.5726133065126,1.66703695286431,0.79672808701455,43,FALSE
"LNP_0480",120.48722456675,-1.61908550187945,0.431282921507955,0.518653265821846,0.410247313247181,0.0710994209309734,1,200,0.740818961135825,0.0386062363704128,2.37102941747781,3.65295745974351,1.43318044286237,1.53971714207712,0.802620140654757,44,FALSE
"LNP_0080",61.1135424347594,-0.198730938136578,0.24217386841774,0.528099444345447,0.289141429274323,0.18275912638023,1,200,0.734212498890397,0.0404834946524816,2.30010452619692,3.59451398108092,1.56093467258992,1.66767226459983,0.135476184959504,45,FALSE
"LNP_0343",102.602966013364,2.25446937140077,0.253737013787031,0.426824862763834,0.406169896784864,0.167005240451302,1,200,0.733288150021484,0.0387067079767028,2.725745588031,3.97361935188821,1.73026686780052,2.2315400946444,1.11783164419151,46,FALSE
"LNP_0056",70.653138961643,1.73917313572019,0.210575953498483,0.511674870439076,0.328180664879609,0.160144464681315,1,200,0.72890025776809,0.0362805208109484,2.62107028812487,3.87217159816381,1.72146667497535,2.12598146715047,0.903655115209166,47,FALSE
"LNP_0406",94.9802484130487,0.226291930302978,0.403274215571582,0.516308419445917,0.33083055585591,0.152861024698173,0,200,0.72789357255862,0.0362758447741671,2.40145598660785,3.38260726693904,1.49389305200905,1.607425720987,0.712704183925587,48,FALSE
"LNP_0160",71.799066872336,-2.98910453915596,0.183999223448336,0.532688068240611,0.322373801907196,0.144938129852193,1,200,0.726808163045842,0.0383501375175328,2.5332295136828,3.78409211215759,1.60103980030668,1.67991953780307,1.48757146204468,49,FALSE
"LNP_0153",88.7909029843286,-0.484989886172116,0.399842838384211,0.433950636910407,0.384746412908648,0.181302950180945,0,200,0.725817440214525,0.0384970986050239,2.37063947931392,3.34839200792904,1.44869354540298,1.54551132578518,0.850001935680956,50,FALSE
"LNP_0494",120.158511842601,-1.99661643244326,0.406275866832584,0.425405822751866,0.473497626593823,0.101096550654311,1,200,0.722419927099728,0.0408710205638025,2.27912060292774,3.57437391970292,1.45210196790553,1.57509551524757,0.972409058481064,51,FALSE
"LNP_0415",77.6049672625959,-3.72314855922014,0.173176276870072,0.452985436361898,0.379267989058194,0.167746574579908,1,200,0.72025285591008,0.0382495883834727,2.54238627428782,3.80528551928007,1.59129678736003,1.67014516655572,1.86938148961223,52,FALSE
"LNP_0228",106.025326368399,2.25559297949076,0.19042548192665,0.56802303015318,0.348993888188273,0.0829830816585472,1,200,0.719446490608185,0.0385067258525964,2.66299490720167,3.9102339396685,1.77729539840382,2.28225867940476,1.126870064859,53,FALSE
"LNP_0284",72.4985329201445,3.08801533188671,0.402439205534756,0.479081828882705,0.333758349446487,0.187159821670808,1,200,0.718511330404675,0.0388722214349399,2.71989896417677,3.9545488841102,1.70355796649915,2.38568881031196,1.54721646427446,54,FALSE
"LNP_0102",83.2823540316895,3.72980702202767,0.391105084121227,0.451161832335164,0.379532254264412,0.169305913400424,1,200,0.71679797102622,0.0375350595051006,2.8365479288712,4.07996896044186,1.75688126205453,2.56006794743948,1.86381505896537,55,FALSE
"LNP_0022",119.28034061566,-2.70657944027334,0.417095336690545,0.422581976338178,0.403725893769031,0.173692129892791,1,200,0.715738805628336,0.0400107171384784,2.29313140060091,3.58759383787751,1.44943636185848,1.55685377495796,1.35327247854854,56,FALSE
"LNP_0268",84.732463140972,-1.75433774013072,0.474930946156383,0.455685445128992,0.448088917876037,0.0962256369949717,0,200,0.713617063106965,0.0399310564193935,2.38525327253431,3.35659274655258,1.42858860866155,1.52106902774561,1.51389109866607,57,FALSE
"LNP_0159",94.476800202392,0.0581660820171237,0.30416452055797,0.5109793424211,0.410971489572261,0.078049168006639,0,200,0.713262965602094,0.0384145030016508,2.3059902366193,3.29144693939996,1.53618087906377,1.64750724760463,0.613964550412772,58,FALSE
"LNP_0333",123.779740300961,-0.740495775826275,0.332573263067752,0.522472967085931,0.339001607117719,0.13852542579635,1,200,0.712681708452021,0.0377945195362181,2.1353176167776,3.42668698837305,1.50564928301837,1.61437257136377,0.363146594261804,59,FALSE
"LNP_0212",75.2964928513393,0.416847025044262,0.499553059600294,0.418021898426446,0.439291505741024,0.142686595832531,0,200,0.712475404951832,0.0402062529400544,2.28281777745575,3.27149750179221,1.44439487283711,1.66564594812204,0.791065926575756,60,FALSE
"LNP_0339",114.39229149837,-4.21295709908009,0.437565883249044,0.4952267305992,0.368538979737981,0.136234289662819,1,200,0.711178077598632,0.0384824550403804,2.4033503547018,3.669058771746,1.43810207182701,1.56615904021009,2.11293574582319,61,FALSE
"LNP_0244",113.305535982363,1.94706965237856,0.276096739806235,0.414606047326271,0.523771811576271,0.0616221410974585,1,200,0.709274646348898,0.0381675759852891,2.46931473824829,3.7376925055229,1.69259832978375,2.15454216375377,0.965386673486291,62,FALSE
"LNP_0493",95.978519320488,1.44297359045595,0.49857828291133,0.51263961187414,0.331063669156799,0.156296718969061,0,200,0.707160751670033,0.0393563987477969,2.45241887870381,3.42267996244836,1.52173498746733,1.9119883446159,1.32509919489973,63,FALSE
"LNP_0127",65.4202300822362,-4.52497460413724,0.47243985645473,0.495705326794892,0.420238884936402,0.084055788268706,1,200,0.70660511694228,0.0396351478876354,2.38363372830461,3.66706286582815,1.42213190901031,1.56004348416374,2.28140807599468,64,FALSE
"LNP_0040",73.1625785352662,-4.50909272767603,0.279092039354146,0.445354897198398,0.378783270643247,0.175861832158354,1,200,0.704070575030794,0.0402702050509101,2.44301395091358,3.71864832531385,1.53654412796577,1.61887098689673,2.25495147386309,65,FALSE
"LNP_0335",81.4270780421793,3.33011434413493,0.275309815071523,0.405334906251748,0.460545084632759,0.134120009115492,1,200,0.702308170381131,0.0379056791580988,2.71404002676222,3.95966561380321,1.80628502284258,2.52880102482262,1.68192823836478,66,FALSE
"LNP_0398",60.105849406682,-2.38192599732429,0.286401465628296,0.522928186416402,0.337576614000767,0.139495199582831,1,200,0.701290666667424,0.0385143769116382,2.22167284594653,3.49692804826904,1.5222078304662,1.62681233047068,1.20203853552173,67,FALSE
"LNP_0071",125.447515863925,1.06627975124866,0.415363752655685,0.514057068585655,0.337953981772417,0.147988949641928,1,200,0.696392176094294,0.0379010804632398,2.11513986274566,3.40221727316199,1.53110216581669,1.83162687814973,0.542902610219333,68,FALSE
"LNP_0345",98.6411764053628,1.00518092978746,0.361850697919726,0.525208821621478,0.316277506624429,0.158513671754094,0,200,0.695047286443954,0.039332281766472,2.31684565798947,3.31364175505595,1.56359837783726,1.83678996651554,1.09812765968312,69,FALSE
"LNP_0305",113.013185281307,-4.74407391622663,0.39146581524983,0.474369533672643,0.371032883360739,0.154597582966617,1,200,0.694217691672074,0.0385217828346348,2.33119975673568,3.60962382997626,1.46403471478015,1.55415383128226,2.37132919185315,70,FALSE
"LNP_0489",92.894859588705,-6.1737562622875,0.332857558876276,0.576193392417098,0.343405560486484,0.0804010470964186,1,200,0.693569873599013,0.0400288606311667,2.5025598991175,3.76222336678991,1.50818284115197,1.60383767461093,3.09052796706542,71,FALSE
"LNP_0312",96.4665941894054,3.90210488811135,0.246392055321485,0.581723531571741,0.292406554403864,0.125869914024395,1,200,0.692936456907271,0.0391390352927947,2.75958864787624,4.01233328441845,1.87147258759841,2.65796671520692,1.94646005441349,72,FALSE
"LNP_0349",72.9244840331376,-5.27530128136277,0.314543972350657,0.553232114665062,0.352531975504902,0.0942359098300359,1,200,0.691256071844249,0.0381668995885273,2.40474595037239,3.68974159981814,1.52383156411566,1.60518857384904,2.64578203960453,73,FALSE
"LNP_0378",70.8876348566264,3.8639780273661,0.481136401835829,0.470111819571979,0.419809074009277,0.110079106418744,1,200,0.691229296367544,0.0369570693861424,2.64507100208099,3.9171490418625,1.74321398013346,2.5793964841359,1.93669650744857,74,FALSE
"LNP_0481",71.5166488196701,-0.842464058659971,0.404657737724483,0.536960837837878,0.296424013667027,0.166615148495095,0,200,0.691053395652973,0.0381400146955223,2.15550421329865,3.16044992053624,1.47057275335087,1.57554738171438,1.04205699707291,75,FALSE
"LNP_0278",96.6472376836464,-1.85461420100182,0.349251664802432,0.508141135583716,0.418396550040074,0.0734623143762104,0,200,0.689131431926276,0.0395193893666133,2.2658604462959,3.2558756971414,1.50741776576518,1.59539983987168,1.55173363141299,76,FALSE
"LNP_0154",74.6448994148523,1.34238932281733,0.467581898067147,0.571680562570489,0.362003970861303,0.0663154665682077,0,200,0.688819622862258,0.0406974843534841,2.30308618689254,3.2959489097083,1.52768822014545,1.91186881088735,1.28479002724739,77,FALSE
"LNP_0286",89.5892688306049,-0.772621463984251,0.210359605122358,0.465696543947062,0.359951889671996,0.174351566380942,0,200,0.688617860569231,0.0376597223066521,2.22021669267155,3.22983942066761,1.58141834607102,1.68678378918826,1.00257532805935,78,FALSE
"LNP_0369",90.6607866287231,0.153657263144851,0.159511190839112,0.515086743104905,0.429994328288429,0.0549189286066664,0,200,0.687246436339574,0.0369501673244331,2.20006797200865,3.20333033126647,1.63739391342745,1.74851493262981,0.679887958698734,79,FALSE
"LNP_0246",122.45543464087,0.558580006472766,0.211713522020727,0.37211402159619,0.4485234604696,0.17936251793421,1,200,0.686350833234316,0.0370937030715662,2.03014187757648,3.34052757898814,1.61525118213075,1.80400682640917,0.303242156315667,80,FALSE
"LNP_0030",64.7113647311926,-3.94224750809371,0.322070881910622,0.407703176833876,0.398528991880257,0.193767831285867,1,200,0.685907684625501,0.0380647513211416,2.23395295999537,3.51181529997392,1.50623537019205,1.60936348780161,1.97621043802369,81,FALSE
"LNP_0338",114.146235398948,3.1444212095812,0.399114619474858,0.430893833849089,0.441555073272245,0.127551092878666,1,200,0.68554864977301,0.0374758826200796,2.47130973438182,3.75018820936596,1.70935443161387,2.40480164933065,1.57781175431605,82,FALSE
"LNP_0039",81.8181007634848,0.710827833972871,0.270754230581224,0.483593431453983,0.366676960862261,0.149729607683756,0,200,0.683447289961427,0.0386279636592397,2.22795171732866,3.22176010386133,1.60677472035393,1.83019133137487,0.958347318941974,83,FALSE
"LNP_0187",76.503273146227,0.446715322323143,0.254999303072691,0.489719771258062,0.426336901896178,0.0839433268457607,0,200,0.678220592203059,0.0407716790706269,2.12745485566089,3.13344523834674,1.5820175336831,1.7500242259846,0.832529221087974,84,FALSE
"LNP_0418",82.1725537767634,0.628186715766788,0.224992945045233,0.513433324492682,0.33151381176361,0.155052863743708,0,200,0.677062564295075,0.0376805022491277,2.19093771280888,3.17200534392415,1.62928421881902,1.83984754422863,0.913731013445636,85,FALSE
"LNP_0265",101.644489425234,1.38705377466977,0.38122918959707,0.459699345502742,0.388650835392563,0.151649819104695,0,200,0.676702370971248,0.0366575582440822,2.24358837469495,3.23399951875118,1.5809469891458,1.91224125810866,1.28543471395599,86,FALSE
"LNP_0069",129.434232111089,0.94046835321933,0.489665477629751,0.438603468472169,0.48749160459693,0.0739049269309014,1,200,0.676690488750612,0.0374157138153734,1.90643159530822,3.25481007893786,1.48823948419347,1.80583840002972,0.488985228372266,87,FALSE
"LNP_0130",119.000710151158,-3.91044418793172,0.325917792599648,0.537668875140451,0.409119766402697,0.0532113584568521,1,200,0.67541464166358,0.0386759445537867,2.15490407030853,3.45441319125418,1.52140049587313,1.61491249685784,1.95775962312742,88,FALSE
"LNP_0213",71.625478961505,3.19242674391717,0.202269246801734,0.474754294873261,0.364293619821478,0.160952085305261,1,200,0.675196493534333,0.0393245081212874,2.49604641983134,3.76281758588911,1.83403243587663,2.50114505157814,1.59372165571941,89,FALSE
"LNP_0215",54.7663627425209,-0.263542532920837,0.131588471028954,0.513944643539551,0.41596487944741,0.0700904770130386,1,200,0.6730875619317,0.0380122011977721,1.88602771738414,3.21517709793111,1.63624942847725,1.7104191087472,0.154360283797049,90,FALSE
"LNP_0144",68.384952400811,-2.29616813361645,0.481503449846059,0.635146305455294,0.281821798563881,0.0830318959808256,0,200,0.67280123355248,0.0399579648388625,2.09250117043564,3.10326607082799,1.39978353477411,1.5216306326898,1.75216543446162,91,TRUE
"LNP_0055",106.094798375852,0.594281828962266,0.322125436738133,0.423860856117254,0.411283064814853,0.164856079067893,0,200,0.67195237786803,0.0395832379269409,2.07996400958652,3.08445001136566,1.55550630699934,1.76990254251002,0.885988347069476,92,FALSE
"LNP_0077",87.9816537722945,-1.73389183823019,0.20856360187754,0.467034795311028,0.463078981713432,0.0698862229755401,0,200,0.670929647334704,0.0407472299463773,2.17370010934489,3.18802915889424,1.59274768223524,1.67215801037118,1.46580387429681,93,FALSE
"LNP_0451",102.382260165177,1.20561074931175,0.33952085962519,0.450866618673013,0.482386089049124,0.0667472922778629,0,200,0.667293839049561,0.0376145861717771,2.17666495471725,3.17056458905903,1.60317728427134,1.94016807192703,1.20591003160766,94,FALSE
"LNP_0225",55.2843942772597,2.15735922101885,0.481701989285648,0.370588188990779,0.448469995005498,0.180941816003723,1,200,0.667120469412152,0.0387023548947656,2.08325344938652,3.39413081514135,1.58037273647642,2.10648733238768,1.08534228934128,95,FALSE
"LNP_0319",85.3986102622002,1.79803247563541,0.319217330403626,0.556666241666808,0.322787323449165,0.120546434884026,0,200,0.667102554054469,0.0357539515373575,2.30911133438725,3.28035415641567,1.6663386446944,2.09117510284019,1.49362442553387,96,FALSE
"LNP_0076",72.0118885161355,4.18075806926936,0.351571104303002,0.539378393324061,0.405667099530294,0.0549545071456451,1,200,0.665610153239683,0.0379162860726966,2.5688764264013,3.83330804686743,1.83979411500217,2.70612520827795,2.08539338959374,97,FALSE
"LNP_0058",125.330786430277,0.597849171608686,0.197374096978456,0.464432108740197,0.448612618764091,0.0869552724957116,1,200,0.66517998679927,0.038576475881113,1.90162026943549,3.22522160405431,1.65203634012741,1.85372381954753,0.312215986274294,98,FALSE
"LNP_0351",63.6540197068825,-3.47533706575632,0.109959307778627,0.491192481264539,0.345703254035239,0.163104264700221,1,200,0.663617150313282,0.0378949335868403,2.12514372828448,3.42909800709623,1.64507673982658,1.72280820896535,1.75257453526612,99,FALSE
"LNP_0205",90.2573342202231,-3.30824077595025,0.294682229030877,0.604607632345913,0.306866802776469,0.088525564877618,0,200,0.66122748274205,0.0391286620599884,2.20220696703679,3.2026343911847,1.53081219020237,1.6175661070951,2.2624539179352,100,FALSE
"LNP_0267",83.6331205908209,-7.08582474850118,0.348722824919969,0.565716352238983,0.279371332437034,0.154912315323983,1,200,0.659777241872917,0.0393632822064131,2.30911507817176,3.59505298066722,1.48915862356226,1.59921037267531,3.53419511389866,101,FALSE
"LNP_0498",54.9538435647264,-2.17002496588975,0.180303837172687,0.593177248493121,0.340596745820796,0.0662260056860829,1,200,0.656530174052469,0.0377735699820504,1.90575804247612,3.21997271292914,1.59676722781979,1.67281919303262,1.08875067752619,102,FALSE
"LNP_0207",86.4091864787042,0.928525174967945,0.12590045183897,0.465214974132271,0.324993057680086,0.209791968187643,0,200,0.655781228838396,0.0370721206785004,2.12679485129377,3.13392515954707,1.70720454964622,1.96201871727685,1.07146890325503,103,FALSE
"LNP_0172",68.3828490786254,0.426276926882565,0.260725541692227,0.541512860629409,0.37572038321202,0.0827667561585712,0,200,0.654497495057926,0.0392918298870605,1.9314257865383,2.96393011406354,1.5763824532679,1.74575330097179,0.807788336578811,104,FALSE
"LNP_0174",124.656800413504,-4.33995307888836,0.466522295866162,0.568745577033124,0.355582012846813,0.0756724101200623,1,200,0.654052076631208,0.0408161115042366,1.95869300526915,3.27337060667493,1.42426451712135,1.54606964055274,2.19104742376411,105,FALSE
"LNP_0182",81.2448164913803,4.29509621113539,0.184209295921028,0.499901064260541,0.394125487315333,0.105973448424126,1,200,0.653029643155934,0.0378968069963496,2.58059674138439,3.82638602189873,1.94180889429532,2.80987666154493,2.17255086368662,106,FALSE
"LNP_0053",129.892484564334,1.38765325304121,0.456758507806808,0.455160795748156,0.42215317523909,0.122686029012754,1,200,0.652531099459292,0.0375234166023568,1.83529713416927,3.17035569698615,1.55440921000425,1.91169556436986,0.71966496266867,107,FALSE
"LNP_0459",65.4911725781858,-1.80108143016696,0.43520927913487,0.496450397717376,0.383622494640556,0.119927107642068,0,200,0.65133805306608,0.0414845725623409,1.9099768507514,2.93684512133535,1.43706567384595,1.55812166179495,1.50107917192414,108,FALSE
"LNP_0014",107.263340195641,-2.08678720053285,0.302799090743065,0.470070286730452,0.430707121725937,0.0992225915436106,0,200,0.650473000621083,0.0378344405668198,1.99515446908695,3.00736294568524,1.52122209482576,1.60049455142838,1.65213677364545,109,FALSE
"LNP_0463",96.4016626821831,2.46522767003626,0.424355791509151,0.386679917522765,0.449676804165677,0.163643278311557,0,200,0.650216248866379,0.0391939915514218,2.24948963770464,3.24383115392769,1.63575220200146,2.22435979129253,1.81849084906794,110,FALSE
